"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Metabolism of lipids","1.612e-03","493","Abcc3, Abcd1, Abhd3, Abhd4, Acaca, Acad11, Acadl, Acat2, Acbd6, Acot2, Acot7, Acox1, Acox3, Acsf2, Acsl3, Agpat1, Agpat2, Agpat3, Agpat4, Akr1b8, Akr1c14, Alb, Aldh3a2, Aldh3b2, Amacr, Arf1, Asah2, B4galnt1, Cbr1, Chpt1, Cidec, Cpt1a, Cpt2, Cptp, Crot, Cyp1b1, Cyp27a1, Cyp2c65, Cyp2j6, Cyp51, Ddhd1, Dgat1, Dgat2, Dpep1, Ebp, Ehhadh, Elovl1, Elovl6, Esyt3, Etnk1, Fa2h, Fabp4, Fabp5, Fasn, Fdps, Fdx1, Fig4, Gba, Gde1, Ggps1, Gk, Gm2a, Gnpat, Gpam, Gpat3, Gpd1l, Gpd2, Gpx1, H2-Ke6, Hacd3, Hadhb, Helz2, Hmgcs2, Hpgd, Hsd17b11, Hsd17b2, Kdsr, Lbr, Lpcat2, Lpcat4, Lpin2, Lpin3, Mapkapk2, Mboat7, Mbtps1, Mgll, Mid1ip1, Miga2, Mlycd, Mogat1, Mogat2, Msmo1, Mtmr4, Mtmr6, Ndufab1, Nudt19, Osbpl2, Osbpl3, Osbpl8, Pcca, Pcyt1a, Phyh, Pik3c3, Pik3ca, Pik3r1, Pik3r2, Pip4k2b, Pip4k2c, Pip4p1, Pip5k1b, Pip5k1c, Pitpnm1, Pla2g10, Pla2g15, Pla2g1b, Pla2g4a, Plbd1, Plekha3, Plekha6, Plpp3, Plpp6, Pnpla2, Pon2, Ppt1, Psap, Ptgis, Ptgs1, Rxra, Samd8, Sbf1, Sc5d, Scap, Sgms2, Sgpl1, Sgpp1, Slc25a1, Smarcd3, Spns2, Sptlc1, Sptlc2, Sptssb, Srebf2, Star, Stard3, Stard3nl, Stard5, Stard7, Tnfaip8l3, Tspo, Ugcg"
"Nervous system development","1.612e-03","215","Actg1, Actr3, Ap2a1, Ap2b1, Ap2s1, Aph1a, Arhgef7, Arpc2, Arpc3, Arpc5, Col3a1, Col4a1, Col4a2, Col5a1, Col5a3, Col6a1, Col6a2, Cxcl12, Dag1, Dok4, Dpysl2, Dpysl3, Efna5, Egfr, Epha2, Ezr, Farp2, Fgfr1, Git1, Hsp90ab1, Irs2, Itga9, Map2k1, Mapk1, Mapk11, Mapk13, Mapk3, Mmp2, Msn, Ncam1, Nck1, Ncstn, Numb, Pak2, Pfn1, Pik3ca, Pik3r1, Pik3r2, Pip5k1c, Plxna2, Plxnb1, Prkacb, Psenen, Rasa1, Rhoa, Rhob, Rhoc, Robo1, Rock1, Sdcbp, Sema3e, Sema4a, Sema7a, Slit2, Slit3, Sptbn1, Tuba1a, Tuba1c, Tubb4b, Ubc, Vasp, Vav2"
"Axon guidance","2.293e-03","214","Actg1, Actr3, Ap2a1, Ap2b1, Ap2s1, Aph1a, Arhgef7, Arpc2, Arpc3, Arpc5, Col3a1, Col4a1, Col4a2, Col5a1, Col5a3, Col6a1, Col6a2, Cxcl12, Dag1, Dok4, Dpysl2, Dpysl3, Efna5, Egfr, Epha2, Ezr, Farp2, Fgfr1, Git1, Hsp90ab1, Irs2, Itga9, Map2k1, Mapk1, Mapk11, Mapk13, Mapk3, Mmp2, Msn, Ncam1, Nck1, Ncstn, Numb, Pak2, Pfn1, Pik3ca, Pik3r1, Pik3r2, Pip5k1c, Plxna2, Plxnb1, Prkacb, Psenen, Rasa1, Rhoa, Rhob, Rhoc, Robo1, Rock1, Sdcbp, Sema3e, Sema4a, Sema7a, Slit2, Slit3, Sptbn1, Tuba1a, Tuba1c, Tubb4b, Ubc, Vasp, Vav2"
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","2.293e-03","92","Adam10, Alb, Ano8, Aplp2, Apoe, Apol7a, Apol9a, Bmp4, C3, Ckap4, Cst3, Fam20a, Fbn1, Fn1, Fstl1, Fuca2, Gas6, Igf2, Igfbp5, Igfbp7, Mfge8, P4hb, Pdia6, Pnpla2, Qsox1, Shisa5, Sparcl1, Spp1, Stc2, Tgoln1, Tnc, Trf"
"Platelet activation, signaling and aggregation","2.472e-03","216","Abhd12, Actg1, Actn4, Alb, Aplp2, Bcar1, Brpf3, Calm1, Calm2, Calm3, Cd63, Cd9, Chid1, Clu, Col1a1, Col1a2, Csk, Ecm1, F2r, Fcer1g, Flna, Fn1, Gas6, Gna13, Gnaq, Gnb1, Gnb5, Gng10, Gng12, Igf2, Islr, Itpr3, Lgals3bp, Mapk1, Mapk3, Mgll, Pdgfa, Pik3ca, Pik3r1, Pik3r2, Pla2g4a, Plek, Prkcd, Psap, Ptpn1, Qsox1, Rab27b, Rap1a, Rasgrp2, Rhoa, Rhob, Selenop, Serping1, Sod1, Sparc, Src, Srgn, Syk, Tagln2, Timp3, Tmsb4x, Tor4a, Trf, Vav2, Vcl, Vegfa, Vegfb, Vegfd, Wdr1, Ywhaz"
"Apoptotic cleavage of cellular proteins","2.685e-03","32","Acin1, Add1, Casp6, Cdh1, Dsg2, Dsp, Gsn, Lmna, Ocln, Plec, Prkcd, Rock1, Tjp1, Tjp2, Vim"
"RAC2 GTPase cycle","2.750e-03","76","Abi1, Ankle2, Arhgap1, Arhgap39, Arhgdia, Baiap2l1, Bcr, Brk1, Cav1, Cdc42ep1, Dock2, Dsg2, Epha2, Erbin, Git1, Itgb1, Lbr, Nckap1, Pak2, Pak4, Pik3ca, Pik3r1, Pik3r2, Prex1, Rbm39, Samm50, Taok3, Trio, Vav2, Wasf2"
"Collagen degradation","2.797e-03","39","Col15a1, Col1a1, Col1a2, Col3a1, Col4a1, Col4a2, Col4a5, Col4a6, Col5a1, Col5a3, Col6a1, Col6a2, Ctsb, Ctsd, Ctsl, Furin, Mmp13, Mmp15, Mmp2, Try10"
"Hemostasis","3.421e-03","409","Abhd12, Actg1, Actn4, Ak3, Akap10, Alb, Anxa2, Anxa5, Aplp2, Atp2b4, Bcar1, Brpf3, Calm1, Calm2, Calm3, Capzb, Cd63, Cd74, Cd9, Chid1, Clu, Col1a1, Col1a2, Csk, Dock2, Dock5, Ecm1, Ehd1, Ehd2, F11r, F2r, Fcer1g, Flna, Fn1, Gas6, Gata4, Glg1, Gna13, Gna14, Gnaq, Gnas, Gnb1, Gnb5, Gng10, Gng12, Grb7, H3f3a, H3f3b, Igf2, Islr, Itgb1, Itgb2, Itpr3, Jaml, Jmjd1c, Kif12, Kif13b, Kif1c, Kif5b, Klc4, Lgals3bp, Maff, Mafk, Mapk1, Mapk3, Mfn2, Mgll, P2rx2, P2rx6, Pafah2, Pdgfa, Pik3ca, Pik3r1, Pik3r2, Pla2g4a, Plat, Plek, Ppp2ca, Ppp2r1b, Prkacb, Prkar1a, Prkar2b, Prkcd, Psap, Ptpn1, Qsox1, Rab27b, Rap1a, Rasgrp2, Rbsn, Rhoa, Rhob, S100a10, Sdc1, Sdc3, Selenop, Serpinb6a, Serping1, Sh2b1, Slc8a1, Sod1, Sparc, Src, Srgn, Sri, Syk, Tagln2, Timp3, Tmsb4x, Tor4a, Trf, Tuba1a, Tuba1c, Tubb4b, Vav2, Vcl, Vegfa, Vegfb, Vegfd, Vps45, Wdr1, Ywhaz"
"Detoxification of Reactive Oxygen Species","4.197e-03","29","Cat, Gpx1, Gpx3, Gpx8, Gsr, Gstp1, P4hb, Prdx3, Prdx5, Sod1, Sod2, Txn1, Txnrd1, Txnrd2"
"Integrin cell surface interactions","5.279e-03","61","Cdh1, Col16a1, Col1a1, Col1a2, Col3a1, Col4a1, Col4a2, Col4a5, Col4a6, Col5a1, Col5a3, Col6a1, Col6a2, F11r, Fbn1, Fn1, Ibsp, Itgb2, Itgb6, Spp1, Tnc"
"Apoptosis","5.447e-03","83","Acin1, Add1, Casp6, Cdh1, Dsg2, Dsp, Dynll1, Dynll2, Gsn, H1f0, Lmna, Lmnb1, Mapk1, Mapk3, Ocln, Plec, Pmaip1, Ppp3r1, Prkcd, Rock1, Sfn, Tjp1, Tjp2, Tradd, Traf2, Vim, Ywhab, Ywhaz"
"Formation of the cornified envelope","5.447e-03","42","Dsg2, Dsp, Jup, Krt13, Krt18, Krt19, Krt20, Krt78, Krt8, Krt80, Perp"
"Cellular response to chemical stress","6.653e-03","144","Alb, Blvra, Cat, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Gpx1, Gpx3, Gpx8, Gsr, Gstp1, Helz2, Hmox1, Hmox2, Lrpprc, Mafk, Nploc4, P4hb, Prdx5, Psmb2, Psmb7, Psmd1, Psmd10, Psmd11, Psmd12, Psmd13, Psmd8, Psmd9, Rbx1, Rxra, Sco1, Smarcd3, Sod2, Sqstm1, Srxn1, Txn1, Txnrd1, Txnrd2, Ubc"
"Collagen biosynthesis and modifying enzymes","6.653e-03","50","Adamts2, Bmp1, Col14a1, Col15a1, Col16a1, Col1a1, Col1a2, Col24a1, Col27a1, Col3a1, Col4a1, Col4a2, Col4a5, Col4a6, Col5a1, Col5a3, Col6a1, Col6a2, Col7a1, Col8a1, Crtap, P4ha1, P4ha2, P4hb, Pcolce, Plod1, Plod3, Ppib, Serpinh1"
"Insulin receptor recycling","6.653e-03","21","Atp6ap1, Atp6v0a1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v1a, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1"
"ECM proteoglycans","6.771e-03","30","Bgn, Col1a1, Col1a2, Col3a1, Col5a1, Col5a3, Col6a1, Col6a2, Dcn, Itgb6, Sparc, Tnc, Tnxb"
"RHO GTPases activate IQGAPs","7.723e-03","25","Actg1, Calm1, Calm3, Cdh1, Clip1, Ctnna1, Tuba1a, Tuba1c, Tubb4b"
"Keratinization","9.130e-03","44","Dsg2, Dsp, Jup, Krt13, Krt18, Krt19, Krt20, Krt78, Krt8, Krt80, Perp"
"Transferrin endocytosis and recycling","9.130e-03","26","Atp6ap1, Atp6v0a1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v1a, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Trf"
"Programmed Cell Death","9.415e-03","107","Acin1, Add1, Birc2, Casp6, Cdh1, Chmp3, Chmp4c, Chmp7, Dsg2, Dsp, Dynll1, Dynll2, Gsn, H1f0, Lmna, Lmnb1, Mapk1, Mapk3, Mlkl, Ocln, Ogt, Peli1, Plec, Pmaip1, Ppp3r1, Prkcd, Rock1, Sdcbp, Sfn, Stub1, Tjp1, Tjp2, Tradd, Traf2, Ubc, Vim, Ywhab, Ywhaz"
"The citric acid (TCA) cycle and respiratory electron transport","9.485e-03","142","Aco2, Atp5a1, Atp5b, Atp5d, Atp5e, Atp5j2, Atp5k, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Dlat, Etfa, Etfb, Glo1, Gstz1, Ldha, Ldhb, Lrpprc, Me1, Me2, Ndufa13, Ndufa2, Ndufa4, Ndufa6, Ndufa8, Ndufab1, Ndufb10, Ndufb8, Ndufb9, Ogdh, Pdha1, Pdk2, Rxra, Sco1, Sdhb, Sdhd, Ucp2, Uqcr10, Uqcrc1, Uqcrc2, Uqcrfs1"
"L1CAM interactions","1.064e-02","54","Actg1, Ap2a1, Ap2b1, Ap2s1, Dnm3, Dpysl2, Egfr, Ezr, Fgfr1, Itga9, Itgb1, Map2k1, Mapk1, Mapk3, Msn, Ncam1, Numb, Sdcbp, Sptbn1, Src, Tuba1a, Tuba1c, Tubb4b, Vav2"
"Cell junction organization","1.137e-02","54","Actg1, Ang, Cd151, Cdh1, Ctnna1, F11r, Flna, Ilk, Itgb4, Jup, Nectin4, Parva, Plec"
"MHC class II antigen presentation","1.137e-02","92","Actr1b, Ap1b1, Ap2a1, Ap2s1, Arf1, Capzb, Cd74, Ctsb, Ctsc, Ctsd, Ctse, Ctss, Dctn1, Dynll1, Dynll2, Ifi30, Sec24a, Sec24b, Tuba1a, Tuba1c, Tubb4b"
"Protein localization","1.137e-02","88","Abcd1, Abcd3, Acot2, Acox1, Acox3, Aldh3a2, Atp5b, Cat, Crot, Cyb5a, Ech1, Ehhadh, Fxn, Gnpat, Gstk1, Hmox1, Idh1, Mlycd, Mpv17, Ndufb8, Nudt19, Pex16, Pex5, Pex6, Phyh, Pxmp4, Serp1, Sgta, Ubc, Ube2d2a, Ube2j2, Vapa, Zfand6"
"Signaling by PDGF","1.207e-02","46","Bcar1, Col3a1, Col4a1, Col4a2, Col5a1, Col5a3, Col6a1, Col6a2, Furin, Grb2, Grb7, Nck1, Nck2, Pdgfa, Pdgfc, Pdgfrb, Pik3ca, Pik3r1, Pik3r2, Plat, Ptpn11, Ptpn12, Rasa1, Spp1, Src, Stat3, Thbs2, Thbs4"
"Biological oxidations","1.563e-02","142","Adh7, Akr1a1, Aldh2, Aldh3a1, Cbr3, Ces1d, Cyp1b1, Cyp2c65, Cyp2j6, Cyp2s1, Dpep1, Ephx1, Fdx1, Fmo2, Gclm, Gstm1, Gsto1, Gstp1, Gstt1, Gstz1, Hsp90ab1, Mat2a, Mgst2, Mgst3, Papss2, Ptgs1, Rxra, Slc26a2, Ugdh"
"Elastic fibre formation","1.880e-02","36","Bmp2, Bmp4, Eln, Emilin1, Fbn1, Fn1, Furin, Itgb6, Lox, Loxl1, Loxl2, Loxl3, Ltbp3, Ltbp4, Mfap4"
"Signaling by Insulin receptor","1.880e-02","55","Atp6ap1, Atp6v0a1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v0e, Atp6v1a, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Fgfr1, Irs2, Mapk1, Mapk3, Pik3c3, Pik3ca, Pik3r1, Pik3r2"
"Transport to the Golgi and subsequent modification","1.880e-02","156","Arcn1, Arf1, Arf4, Arf5, B4galt1, B4galt3, B4galt5, Capzb, Cd55, Cog2, Cog4, Copa, Copb2, Copg1, Copz1, Ctsc, Dctn1, Dctn3, Dynll1, Dynll2, Fuca1, Golgb1, Gosr2, Lman2, Lman2l, Man1a2, Man1c1, Mcfd2, Mgat1, Mgat2, Mgat4b, Napa, Ppp6r1, Rab1a, Sec24a, Sec24b, Sec31a, Sptbn1, Tbc1d20, Tfg, Tmed2, Tmed7, Tmem115, Trappc3, Trappc5, Tuba1a, Tuba1c, Tubb4b, Ykt6"
"Apoptotic execution phase","1.973e-02","39","Acin1, Add1, Casp6, Cdh1, Dsg2, Dsp, Gsn, H1f0, Lmna, Ocln, Plec, Prkcd, Rock1, Tjp1, Tjp2, Vim"
"RHO GTPases activate PKNs","1.973e-02","21","Cdc25c, Pkn1, Pkn2, Ppp1cb, Ppp1r14a, Rac1, Rhoa, Rhob, Rhoc, Sfn, Ywhab, Ywhag, Ywhah, Ywhaz"
"Signaling by NTRK1 (TRKA)","1.973e-02","57","Ap2a1, Ap2b1, Ap2s1, Dusp4, Dusp6, Irs2, Kidins220, Map2k1, Mapk1, Mapk11, Mapk3, Mapkapk2, Pik3ca, Pik3r1, Pik3r2, Ppp2ca, Ppp2r1b, Ralgds, Rap1a, Rhoa, Sgk1, Srf, Vrk3, Ywhab"
"Glycerophospholipid biosynthesis","1.976e-02","97","Abhd3, Abhd4, Agpat1, Agpat2, Agpat3, Agpat4, Cdipt, Cds1, Chpt1, Ddhd1, Dgat1, Dgat2, Etnk1, Gnpat, Gpam, Gpat3, Gpd1, Gpd1l, Gpd2, Hadhb, Lpcat2, Lpcat4, Lpin2, Lpin3, Mboat7, Mgll, Miga2, Osbpl8, Pcyt1a, Pitpnm1, Pla2g10, Pla2g12a, Pla2g15, Pla2g1b, Pla2g4a, Pla2r1, Plbd1, Pnpla2, Selenoi, Slc44a1, Stard10, Stard7"
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","2.101e-02","98","Atp5a1, Atp5b, Atp5d, Atp5e, Atp5j2, Atp5k, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Etfa, Etfb, Lrpprc, Ndufa13, Ndufa2, Ndufa4, Ndufa6, Ndufa8, Ndufab1, Ndufb10, Ndufb8, Ndufb9, Ndufs2, Sco1, Slc25a27, Ucp2, Uqcr10, Uqcrc1, Uqcrc2, Uqcrfs1, Uqcrq"
"Recycling pathway of L1","2.330e-02","29","Actg1, Ap2a1, Ap2b1, Ap2s1, Dnm3, Dpysl2, Ezr, Mapk1, Msn, Numb, Src, Tuba1a, Tuba1c, Tubb4b"
"Signaling by VEGF","2.562e-02","96","Abi1, Actg1, Axl, Baiap2, Bcar1, Brk1, Calm1, Calm2, Calm3, Cav1, Ctnna1, Jup, Mapk11, Mapk13, Mapkapk2, Nck1, Pak2, Pik3ca, Pik3r1, Pik3r2, Prkacb, Prkcd, Pxn, Rasa1, Rhoa, Rock1, Src, Vav2, Vegfa, Vegfb, Vegfd, Wasf2"
"Non-integrin membrane-ECM interactions","2.611e-02","29","Col1a1, Col1a2, Col3a1, Col4a1, Col4a2, Col4a5, Col4a6, Col5a1, Col5a3, Ddr1, Fn1, Itgb4, Sdc1, Sdc3"
"Regulation of actin dynamics for phagocytic cup formation","2.611e-02","52","Abi1, Actg1, Actr3, Arpc2, Arpc3, Arpc5, Baiap2, Brk1, Fcgr2b, Hsp90ab1, Mapk1, Mapk3, Myh9, Myo10, Myo1c, Nck1, Syk, Vav2, Wasf2"
"Iron uptake and transport","2.616e-02","45","Atp6ap1, Atp6v0a1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v0e, Atp6v1a, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Cybrd1, Fth1, Hmox1, Hmox2, Slc11a2, Trf, Ubc"
"VEGFR2 mediated vascular permeability","2.709e-02","25","Calm1, Calm3, Cav1, Ctnna1, Jup, Pak2, Vav2"
"Response to elevated platelet cytosolic Ca2+","2.760e-02","106","Actg1, Actn4, Alb, Aplp2, Brpf3, Calm1, Calm2, Calm3, Cd63, Cd9, Chid1, Clu, Ecm1, Flna, Fn1, Gas6, Igf2, Islr, Lgals3bp, Pdgfa, Plek, Psap, Qsox1, Rab27b, Selenop, Serping1, Sod1, Sparc, Srgn, Tagln2, Timp3, Tmsb4x, Tor4a, Trf, Vcl, Vegfa, Vegfb, Vegfd, Wdr1"
"RHOU GTPase cycle","2.770e-02","33","Arhgef7, Dlg5, Epha2, Git1, Grb2, Hgs, Nck1, Nck2, Pak2, Pak4, Peak1, Pik3r1, Pik3r2, Ptk2b, Rhou, Sptbn1, Stam, Wdr6"
