"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Separation of Sister Chromatids","1.092e-06","167","Anapc1, Anapc11, Anapc16, Aurkb, Bub1, Bub3, Cdc20, Cdc26, Cdc27, Cdca5, Cdca8, Cenpa, Cenph, Cenpk, Cenpo, Cenpq, Ckap5, Clip1, Dync1li2, Dynll2, Espl1, Incenp, Kif2c, Mad1l1, Mad2l1, Mapre1, Mis12, Nde1, Nudc, Nuf2, Nup107, Pafah1b1, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rad21, Rangap1, Sgo2a, Spc24, Stag2, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Ube2c, Ube2d1, Ube2s, Wapl, Xpo1"
"The role of GTSE1 in G2/M progression after G2 checkpoint","1.509e-06","65","Hsp90ab1, Mapre1, Plk1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc"
"APC/C-mediated degradation of cell cycle proteins","1.767e-06","78","Aurkb, Ccna2, Cdc20, Cdc26, Cdc27, Fzr1, Nek2, Plk1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","1.767e-06","67","Ccna2, Cdc20, Cdc26, Cdc27, Nek2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"AUF1 (hnRNP D0) binds and destabilizes mRNA","1.767e-06","50","Eif4g1, Hspa1a, Hspa1b, Hspa8, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"CDK-mediated phosphorylation and removal of Cdc6","1.767e-06","66","Ccna2, Cdc26, Cdc27, Fzr1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Membrane Trafficking","1.767e-06","485","Aak1, Actg1, Actr10, Actr2, Adrb2, Akt3, Ap1b1, Ap1g1, Ap2a1, Ap2m1, Ap2s1, Ap4b1, Apob, App, Arcn1, Areg, Arf1, Arf5, Arf6, Arfgap3, Arfip2, Arpc1a, Arpc2, Arpc3, Bet1l, Bloc1s4, Btc, Capzb, Cbl, Chml, Chmp2b, Chmp3, Chmp4b, Chmp5, Cltb, Cltc, Cog8, Col7a1, Copa, Cope, Cops2, Cops6, Cops7a, Cops8, Copz1, Cpd, Csnk1d, Ctsc, Ctsz, Cyth3, Dctn3, Dctn6, Dync1li2, Dynll2, Egfr, Epn1, Ereg, Fcho1, Fzd4, Gabarap, Gabarapl2, Gak, Galnt2, Gja1, Gjb1, Gjb4, Golga2, Grb2, Grk2, Hbegf, Hgs, Hspa8, Igf2r, Kdelr1, Kdelr2, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, Ldlr, Lman2, M6pr, Mcfd2, Mia3, Necap2, Nedd8, Pacsin3, Pafah1b1, Pafah1b2, Pafah1b3, Rab18, Rab1a, Rab1b, Rab21, Rab31, Rab35, Rab5a, Rab5b, Rab5c, Rab6a, Rab7, Rab8a, Rab9, Racgap1, Rgp1, Rin1, Rin3, Scarb2, Sec16a, Sec23a, Sec24b, Snf8, Sptbn2, Stx6, Sys1, Tbc1d10a, Tbc1d10b, Tbc1d13, Tbc1d15, Tfg, Tgfa, Tgoln1, Tmed2, Tmed7, Tmed9, Tmem115, Tmf1, Trappc1, Trappc3, Trappc4, Trappc5, Trf, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Txndc5, Ubc, Ubqln1, Ubqln2, Use1, Vamp8, Vps37b, Vta1, Ykt6, Ywhae"
"Regulation of mRNA stability by proteins that bind AU-rich elements","1.767e-06","77","Anp32a, Eif4g1, Exosc5, Hspa1a, Hspa1b, Hspa8, Khsrp, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc, Ywhab, Ywhaz, Zfp36"
"Regulation of mitotic cell cycle","1.767e-06","78","Aurkb, Ccna2, Cdc20, Cdc26, Cdc27, Fzr1, Nek2, Plk1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"KEAP1-NFE2L2 pathway","1.775e-06","68","Mafk, Nploc4, Prdx1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Sqstm1, Srxn1, Ubc, Vcp"
"Metabolism of polyamines","1.907e-06","53","Oaz1, Odc1, Paox, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Sms"
"UCH proteinases","1.907e-06","72","Actg1, Adrm1, Ino80c, Ino80d, Nedd8, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc, Yy1"
"APC/C:Cdc20 mediated degradation of Securin","1.965e-06","61","Cdc20, Cdc26, Cdc27, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Antigen processing-Cross presentation","1.965e-06","75","B2m, Calr, Cyba, H2-K1, H2-Q6, H2-Q7, H2-T23, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Tap1, Tap2, Tapbp, Vamp8"
"Autodegradation of Cdh1 by Cdh1:APC/C","1.965e-06","59","Cdc26, Cdc27, Fzr1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"M Phase","1.965e-06","311","Aaas, Anapc1, Anapc16, Aurkb, Blzf1, Bub1, Bub3, Cdc20, Cdc26, Cdc27, Cdca8, Cenpa, Cenpk, Cenpo, Cenpq, Cep192, Chmp2b, Chmp3, Chmp4b, Ckap5, Clip1, Csnk1d, Ctdnep1, Dctn3, Dync1li2, Dynll2, Espl1, Golga2, Haus8, Incenp, Kif20a, Kif2c, Kpnb1, Lbr, Lmna, Lmnb1, Mad1l1, Mad2l1, Mapk3, Mapre1, Mis12, Ncapd2, Ncapd3, Ncaph, Ndc1, Nde1, Nek2, Nek9, Nudc, Nuf2, Nup107, Nup54, Nup62, Nup93, Nupl2, Pafah1b1, Pcnt, Plk1, Pom121, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Ppp2r5b, Prkaca, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rab1a, Rab1b, Rab2a, Rad21, Rangap1, Rcc1, Sgo2a, Sirt2, Spc24, Stag2, Sumo1, Tpr, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb5, Tubb6, Ubc, Ube2c, Ube2d1, Ube2s, Vrk1, Xpo1, Ywhae, Ywhag"
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A","2.103e-06","66","Anapc1, Anapc16, Bub3, Ccna2, Cdc20, Cdc26, Cdc27, Mad2l1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Dectin-1 mediated noncanonical NF-kB signaling","2.103e-06","50","Nfkb2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Relb, Ubc, Ube2m"
"Formation of the cornified envelope","2.103e-06","43","Dsc2, Dsg2, Dsp, Evpl, Jup, Kazn, Krt14, Krt15, Krt18, Krt19, Krt20, Krt5, Krt7, Krt8, Krt80, Perp, Pkp1, Pkp3, Rptn, Tgm1"
"NIK-->noncanonical NF-kB signaling","2.103e-06","50","Nfkb2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Relb, Ubc, Ube2m"
"APC/C:Cdc20 mediated degradation of mitotic proteins","2.373e-06","68","Ccna2, Cdc20, Cdc26, Cdc27, Nek2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","2.548e-06","69","Ccna2, Cdc20, Cdc26, Cdc27, Nek2, Plk1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Hemostasis","2.548e-06","403","Aamp, Abhd12, Abhd6, Actg1, Actn1, Actn4, Ak3, Aldoa, Anxa2, Anxa5, Aplp2, Apob, App, Atp2a2, Atp2a3, Bcar1, Calm1, Calm2, Calm3, Capzb, Cd44, Cd47, Cd63, Cd74, Cd9, Ceacam1, Clu, Col1a1, Col1a2, Crk, Csk, Dagla, Dgkz, Dock5, Ecm1, Ehd1, Epcam, F11r, F2r, F3, Fn1, Gata3, Gata5, Gna11, Gna13, Gnai2, Gnai3, Gnas, Gnb1, Gnb2, Gng10, Gpc1, Grb2, H3f3a, H3f3b, Habp4, Hras, Itgb1, Itpk1, Itpr3, Jam2, Jmjd1c, Kif13b, Kif18b, Kif1c, Kif20a, Kif22, Kif2c, Klc3, Kras, Lgals3bp, Maff, Mafk, Mfn2, Mif, Ola1, Pdpk1, Pik3ca, Plaur, Ppbp, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Prkaca, Prkar1a, Procr, Pros1, Ptpn1, Ptpn11, Qsox1, Rab5a, Rac1, Racgap1, Rap1a, Rhoa, Rhob, Rhog, S100a10, Sdc1, Sdc4, Serpinb6a, Shc1, Sod1, Sparc, Sri, Tagln2, Timp1, Tln1, Tmsb4x, Trf, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Vcl, Wdr1, Ywhaz, Zfpm1"
"Metabolism of RNA","2.977e-06","442","Aaas, Akt1, Anp32a, Bop1, Bud23, Bysl, Cd2bp2, Cdc5l, Cdk7, Chtop, Clp1, Cnot1, Cnot6, Cnot9, Cpsf2, Crnkl1, Csnk1d, Ctnnbl1, Cwc15, Cwc22, Dcaf13, Dcp2, Ddx21, Ddx23, Ddx39b, Ddx42, Ddx46, Ddx47, Ddx49, Ddx6, Dhx38, Eftud2, Eif4a1, Eif4a3, Eif4b, Eif4e, Eif4g1, Etf1, Exosc4, Exosc5, Exosc7, Fbl, Fus, Gemin2, Gemin7, Gspt1, Gtf2f1, Hnrnpa0, Hnrnpa1, Hnrnpa2b1, Hnrnph2, Hnrnpk, Hnrnpl, Hnrnpu, Hnrnpul1, Hspa1a, Hspa1b, Hspa8, Isy1, Khsrp, Las1l, Lsm1, Lsm2, Lsm3, Lsm4, Lsm5, Lsm6, Lsm7, Ltv1, Magoh, Mapkapk2, Mphosph6, Ncbp1, Ncl, Ndc1, Nol6, Nup107, Nup153, Nup155, Nup214, Nup54, Nup62, Nup93, Nupl2, Pabpc1, Pcbp1, Pcf11, Pelp1, Phf5a, Poldip3, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Pom121, Ppil1, Ppp2ca, Ppp2r1a, Ppp2r2a, Pqbp1, Prcc, Prpf40a, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbm17, Rnps1, Rpp25, Set, Sf3b2, Sf3b5, Sf3b6, Slbp, Smg1, Smg5, Smg8, Snrnp27, Snrnp35, Snrpa, Snrpa1, Snrpc, Snrpd1, Snrpd2, Snrpf, Snu13, Srrm2, Srsf2, Srsf3, Srsf9, Supt5, Sympk, Thoc6, Tnks1bp1, Tpr, Tra2b, Tsr1, Ttc37, Tut7, Txnl4a, U2af1, Ubc, Upf1, Upf2, Utp11, Utp18, Utp3, Utp6, Wbp11, Wbp4, Wdr12, Wdr18, Wdr46, Xpo1, Xrn2, Ybx1, Ywhab, Ywhaz, Zfp36"
"Ubiquitin-dependent degradation of Cyclin D","2.977e-06","45","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
