"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Collagen formation","5.041e-03","55","Adamts2, Adamts3, Col14a1, Col15a1, Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col4a5, Col5a1, Col6a1, Col6a2, Col6a5, Ctsb, Ctss, Loxl1, Mmp13, P4ha1, Pcolce, Serpinh1"
"Mitotic G1 phase and G1/S transition","5.301e-03","120","Abl1, Akt2, Akt3, Ccnd3, Ccne1, Ccne2, Cdc6, Cdt1, Cks1b, E2f1, E2f2, Hdac1, Jak2, Mcm2, Mcm3, Mcm5, Orc1, Orc2, Orc3, Pola1, Pole4, Ppp2ca, Ppp2r2a, Prim1, Prim2, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Rb1, Rbl1, Rbl2, Rpa1, Rpa3, Tfdp1, Ubc"
"Regulation of actin dynamics for phagocytic cup formation","6.389e-03","50","Abl1, Actg1, Actr2, Arpc5, Brk1, Cd247, Cd3g, Cdc42, Cyfip1, Cyfip2, Elmo1, Fcgr2b, Fcgr4, Grb2, Hsp90aa1, Limk1, Mapk3, Myh9, Myo5a, Nckap1l, Rac1, Syk, Vav2"
"Axon guidance","6.553e-03","208","Abl1, Actg1, Actr2, Ap2a2, Ap2m1, Aph1a, Arpc5, Cd72, Cdc42, Col3a1, Col5a1, Col6a1, Col6a5, Cxcr4, Dag1, Dok2, Dpysl2, Efnb2, Epha2, Evl, Gab1, Grb2, Hsp90aa1, Irs2, Itgb1, Itgb3, Mapk3, Mapk7, Mmp2, Msn, Ncstn, Nrp1, Pfn1, Pik3ca, Pik3cd, Pip5k1c, Plcg1, Plxna1, Plxnc1, Plxnd1, Prkaca, Prkacb, Psen2, Psenen, Ptprc, Rdx, Rhoa, Sema4a, Sema6d, Sos1, St8sia4, Trem2, Tuba1a, Tuba1c, Tubb4b, Tyrobp, Ubc, Usp33, Vav2"
"Cytokine Signaling in Immune system","6.553e-03","317","Akt2, Akt3, Birc3, Cd27, Csf2rb, Dusp6, Dusp7, Eif4a1, Eif4e3, Eloc, Flt3, Flt3l, Fyn, Grb2, Hmgb1, Ifnar2, Ifngr2, Ikbkg, Il10ra, Il12rb1, Il15ra, Il1b, Il1r1, Il1rl1, Il21r, Il27ra, Il2ra, Il2rb, Il2rg, Il31ra, Il6ra, Il7r, Inpp5d, Inppl1, Irf9, Irs2, Jak2, Jak3, Kpnb1, Lrrc14, Ltb, Map2k3, Map3k3, Map3k8, Mapk3, Mapk7, Myd88, Nfkb1, Nfkb2, Nlrc5, Pik3ca, Pik3cd, Plcg1, Ppp2ca, Prkaca, Prkcd, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Ptpn6, Ptprz1, Rela, Relb, Sh2b3, Socs5, Sos1, Sqstm1, Syk, Tab2, Tnfrsf18, Tnfrsf1b, Tnfrsf25, Tnfsf11, Tnip2, Traf6, Tyk2, Uba7, Ubc, Ube2d2a, Ube2e1, Vrk3"
"Interleukin-2 family signaling","6.553e-03","31","Il21r, Il2ra, Il2rb, Il2rg, Inpp5d, Inppl1, Jak2, Jak3, Pik3ca, Pik3cd, Ptpn6, Sos1, Syk"
"Nervous system development","6.553e-03","209","Abl1, Actg1, Actr2, Ap2a2, Ap2m1, Aph1a, Arpc5, Cd72, Cdc42, Col3a1, Col5a1, Col6a1, Col6a5, Cxcr4, Dag1, Dok2, Dpysl2, Efnb2, Epha2, Evl, Gab1, Grb2, Hsp90aa1, Irs2, Itgb1, Itgb3, Mapk3, Mapk7, Mmp2, Msn, Ncstn, Nrp1, Pfn1, Pik3ca, Pik3cd, Pip5k1c, Plcg1, Plxna1, Plxnc1, Plxnd1, Prkaca, Prkacb, Psen2, Psenen, Ptprc, Rdx, Rhoa, Sema4a, Sema6d, Sos1, St8sia4, Trem2, Tuba1a, Tuba1c, Tubb4b, Tyrobp, Ubc, Usp33, Vav2"
"Fcgamma receptor (FCGR) dependent phagocytosis","7.129e-03","70","Abl1, Actg1, Actr2, Arpc5, Brk1, Cd247, Cd3g, Cdc42, Cyfip1, Cyfip2, Elmo1, Fcgr2b, Fcgr4, Fgr, Fyn, Grb2, Hsp90aa1, Limk1, Mapk3, Myh9, Myo5a, Nckap1l, Pik3ca, Plcg1, Pld4, Prkcd, Rac1, Syk, Vav2"
"RAC1 GTPase cycle","1.128e-02","150","Arap1, Arhgap15, Arhgap22, Arhgap24, Arhgap26, Arhgap30, Arhgap31, Arhgap45, Arhgap9, Arhgdib, Arhgef19, Arhgef25, Arhgef6, Brk1, Cdc42, Cit, Cyba, Cybb, Cyfip1, Cyfip2, Def6, Dock10, Dock2, Dock8, Emd, Epha2, Esyt1, Fmnl1, Iqgap2, Iqgap3, Itgb1, Jag1, Ncf1, Ncf2, Nckap1l, Pik3ca, Pkn2, Plekhg2, Plekhg3, Prex1, Prex2, Rab7, Rac1, Racgap1, Rbm39, Sh3bp1, Sos1, Srgap3, Vamp3, Vav2"
"Glycosphingolipid metabolism","1.199e-02","35","Arsa, Arsb, Asah1, B3galnt1, Cerk, Esyt1, Galc, Gba, Glb1, Gltp, Gm2a, Hexa, Psap, Smpd1, Smpd2, Smpd3, Smpd4, Sumf2, Ugcg"
"Activation of ATR in response to replication stress","1.291e-02","34","Cdc45, Cdc6, Cdk2, Clspn, Mcm2, Mcm3, Mcm4, Mcm5, Orc1, Orc2, Orc3, Rad9a, Rfc2, Rfc4, Rpa1, Rpa3"
"Cholesterol biosynthesis","1.430e-02","26","Acat2, Arv1, Cyp51, Dhcr24, Dhcr7, Ebp, Fdps, Ggps1, Hmgcr, Hmgcs1, Idi1, Lss, Msmo1, Mvk, Sc5d, Sqle, Srebf2, Tm7sf2"
"Asparagine N-linked glycosylation","1.479e-02","222","Actr10, Actr1a, Alg12, Ankrd28, Areg, Arf3, Arf5, Arfgap2, B4galnt2, B4galt2, B4galt6, Bet1l, Calr, Cd55, Cmas, Cog5, Cog6, Cog7, Cog8, Copz1, Csnk1d, Dctn3, Dctn5, Dpagt1, Dync1i2, Dync1li2, F5, Fuom, Gbf1, Gfpt1, Gmds, Gnpnat1, Gosr1, Man2a1, Mgat4a, Mgat4b, Mia3, Mpi, Nans, Nsf, Pmm2, Ppp6r3, Rab1a, Renbp, Sec13, Sec16b, Sec22b, Sec24c, Sec31a, Sptbn1, St3gal4, St8sia6, Stx5a, Tmed9, Trappc10, Trappc6a, Trappc6b, Trappc9, Tubb2b, Tubb6, Uap1, Ubxn1"
"Pyruvate metabolism and Citric Acid (TCA) cycle","1.479e-02","42","Aco2, Dlat, Dld, Dlst, Hagh, Idh3a, Idh3b, Idh3g, L2hgdh, Ldha, Ldhb, Mdh2, Ogdh, Pdha1, Pdhx, Pdk2, Ppard, Sdha, Sdhc, Sucla2, Vdac1"
"Transport to the Golgi and subsequent modification","1.479e-02","148","Actr10, Actr1a, Ankrd28, Areg, Arf3, Arf5, Arfgap2, B4galt2, B4galt6, Bet1l, Cd55, Cog5, Cog6, Cog7, Cog8, Copz1, Csnk1d, Dctn3, Dctn5, Dync1i2, Dync1li2, F5, Gbf1, Gosr1, Man2a1, Mgat4a, Mgat4b, Mia3, Nsf, Ppp6r3, Rab1a, Sec13, Sec16b, Sec22b, Sec24c, Sec31a, Sptbn1, St3gal4, St8sia6, Stx5a, Tmed9, Trappc10, Trappc6a, Trappc6b, Trappc9, Tubb2b, Tubb6"
"GPCR downstream signalling","1.563e-02","331","Adcy7, Akt2, Akt3, Arhgef1, Arhgef19, Arhgef2, Arhgef25, Arhgef6, Arrb2, C3, C3ar1, Calm2, Calm3, Ccl11, Ccr4, Ccr7, Cdc42, Cnr2, Cxcl16, Cxcl2, Cxcr4, Cxcr6, Cysltr1, Daglb, Dgke, F2r, Fgd2, Gna12, Gnai2, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Gpr132, Gpr183, Gpr55, Gpr65, Gpr68, Gpsm3, Grb2, Grk2, Grk3, Htr7, Itgb1, Itpr1, Itpr3, Lpar5, Lpar6, Ltb4r1, Mapk3, Mapk7, Mgll, Nmur1, P2ry1, P2ry10, Pde1b, Pde1c, Pde2a, Pde3b, Pde4b, Pdpk1, Penk, Pf4, Pik3ca, Pik3r5, Plekhg2, Ppp2ca, Prex1, Prkaca, Prkacb, Prkar1a, Prkcd, Prkch, Psap, Ptger1, Ramp1, Ramp3, Rgs14, Rgs16, Rgs2, Rgs3, Rhoa, S1pr4, Sctr, Sos1, Uts2, Vav2, Xcl1"
"CDC42 GTPase cycle","1.730e-02","80","Arap1, Arhgap22, Arhgap24, Arhgap26, Arhgap30, Arhgap31, Arhgap45, Arhgap9, Arhgdib, Arhgdig, Arhgef19, Arhgef25, Arhgef6, Cdc42, Def6, Dock10, Dock8, Fgd2, Plekhg2, Plekhg3, Prex1, Prex2, Racgap1, Srgap3, Vav2"
"Collagen chain trimerization","1.730e-02","21","Col14a1, Col15a1, Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col5a1, Col6a1, Col6a2, Col6a5"
"GPCR ligand binding","1.730e-02","175","Ackr3, Adgre5, Adm, Adra2c, Agtr1a, Avpr1a, Avpr2, C3, C3ar1, C5ar1, Cck, Ccl11, Ccl17, Ccl19, Ccl20, Ccl21a, Ccl22, Ccl5, Ccr10, Ccr4, Ccr7, Chrm5, Cmklr1, Cnr1, Cnr2, Crh, Cxcl12, Cxcl16, Cxcl2, Cxcr1, Cxcr2, Cxcr3, Cxcr4, Cxcr6, Cysltr1, Cysltr2, Edn2, F2r, F2rl3, Ffar2, Fpr2, Fshr, Galr3, Gcg, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Gpbar1, Gpr132, Gpr143, Gpr183, Gpr55, Gpr65, Gpr68, Grm4, Hc, Hrh1, Hrh3, Hrh4, Htr1f, Htr2c, Htr7, Insl5, Lpar3, Lpar5, Lpar6, Ltb4r1, Mtnr1a, Nmur1, Npff, Npffr1, Npw, Opn1sw, Oprk1, Oprm1, P2ry1, P2ry10, P2ry6, Penk, Pf4, Plppr2, Ppbp, Psap, Ptafr, Ptger1, Ptgfr, Ptgir, Pth1r, Pth2, Qrfpr, Ramp1, Ramp3, Rho, Rln3, S1pr3, S1pr4, Sctr, Tac1, Tac2, Tas2r120, Trhr, Uts2, Vip, Vipr2, Xcl1"
"Protein localization","1.730e-02","87","Aldh3a2, App, Crot, Decr2, Dhrs4, Eci2, Ephx2, Fxn, Idh1, Nos2, Nudt7, Otc, Paox, Pex2, Pex3, Pex5, Pxmp4, Scp2, Sec61g, Stx5a, Ube2d3, Ube2j2, Usp9x, Vamp2, Vapa"
"Signaling by VEGF","1.755e-02","91","Actg1, Akt2, Akt3, Axl, Brk1, Calm2, Calm3, Cdc42, Cyba, Cybb, Cyfip1, Cyfip2, Elmo1, Hsp90aa1, Itgb3, Jup, Ncf1, Ncf2, Nckap1l, Nrp1, Pdpk1, Pik3ca, Plcg1, Prkaca, Prkacb, Prkcd, Rhoa, Sh2d2a, Vav2, Vegfb, Vegfd"
"GPVI-mediated activation cascade","1.781e-02","33","Cdc42, Col1a1, Col1a2, Fyn, Lat, Pdpk1, Pik3ca, Pik3r5, Ptpn6, Rac1, Rac2, Rhoa, Rhog, Syk, Vav2"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","2.007e-02","28","B2m, Erap1, H2-K1, H2-M2, H2-M3, H2-Q6, H2-Q7, Pdia3, Tap1, Tap2, Tapbp"
"Collagen biosynthesis and modifying enzymes","2.007e-02","44","Adamts2, Adamts3, Bmp1, Col14a1, Col15a1, Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col4a5, Col5a1, Col6a1, Col6a2, Col6a5, Col9a3, P4ha1, Pcolce, Serpinh1"
"ER-Phagosome pathway","2.007e-02","21","B2m, H2-K1, H2-M2, H2-M3, H2-Q6, H2-Q7, Pdia3, Tap1, Tap2, Tapbp"
"Intra-Golgi and retrograde Golgi-to-ER traffic","2.007e-02","164","Actr10, Actr1a, Arf3, Arf5, Arfgap2, Arfrp1, Arl1, Bet1l, Bnip1, Cenpe, Cog5, Cog6, Cog7, Cog8, Copz1, Dync1i2, Dync1li2, Gbf1, Golga1, Golga4, Gosr1, Kif12, Kif13b, Kif16b, Kif18a, Kif1b, Kif21a, Kif23, Kif5b, Klc4, Nsf, Pla2g4a, Pla2g6, Plin3, Rab1a, Rab6a, Sec22b, Stx5a, Stx6, Surf4, Tgoln1, Tmed9, Tmf1, Trip11, Tubb6, Vps51, Vps53, Vti1a"
"MET promotes cell motility","2.007e-02","24","Col1a1, Col1a2, Col27a1, Col3a1, Col5a1, Gab1, Grb2, Itgb1, Rac1, Rap1a, Rap1b"
"RHO GTPase cycle","2.157e-02","369","Aaas, Actg1, Add3, Akap12, Arap1, Arhgap15, Arhgap19, Arhgap22, Arhgap24, Arhgap26, Arhgap30, Arhgap31, Arhgap45, Arhgap9, Arhgdib, Arhgdig, Arhgef1, Arhgef19, Arhgef2, Arhgef25, Arhgef6, Brk1, Ccdc115, Ccdc88a, Cct2, Cct6a, Cdc37, Cdc42, Cdc42ep3, Cit, Cpd, Cyba, Cybb, Cyfip1, Cyfip2, Daam1, Ddx39b, Def6, Dock10, Dock2, Dock8, Dst, Emd, Epha2, Esyt1, Fam169a, Fgd2, Fmnl1, Fnbp1, Grb2, Grb7, Hsp90aa1, Iqgap2, Iqgap3, Itgb1, Jag1, Jup, Kidins220, Lmnb1, Myo9a, Ncf1, Ncf2, Nckap1l, Peak1, Pgrmc2, Pik3ca, Pkn2, Plekhg2, Plekhg3, Plxna1, Plxnd1, Prex1, Prex2, Rab7, Rac1, Rac2, Racgap1, Ralgapa1, Rbm39, Rbmx, Rhoa, Rhobtb2, Rhog, Rhoh, Rtkn, Sh3bp1, Shmt2, Sos1, Sowahc, Srgap3, Stk10, Tex2, Tmem59, Tmem87a, Tpm4, Trip10, Twf1, Vamp3, Vav2, Vim, Wdr6, Zap70"
"Fanconi Anemia Pathway","2.349e-02","30","Cenps, Cenpx, Dclre1b, Ercc1, Ercc4, Faap20, Fan1, Fanca, Fancc, Fanci, Rpa1, Rpa3, Slx4, Ubc, Ube2t, Usp1, Wdr48"
"Signaling by Interleukins","2.349e-02","218","Csf2rb, Dusp6, Dusp7, Fyn, Grb2, Hmgb1, Ikbkg, Il10ra, Il12rb1, Il15ra, Il1b, Il1r1, Il1rl1, Il21r, Il27ra, Il2ra, Il2rb, Il2rg, Il31ra, Il6ra, Il7r, Inpp5d, Inppl1, Irs2, Jak2, Jak3, Lrrc14, Map2k3, Map3k3, Map3k8, Mapk3, Mapk7, Myd88, Nfkb1, Nfkb2, Nlrc5, Pik3ca, Pik3cd, Ppp2ca, Prkaca, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Ptpn6, Ptprz1, Rela, Socs5, Sos1, Sqstm1, Syk, Tab2, Tnip2, Traf6, Tyk2, Ubc, Vrk3"
"Cyclin D associated events in G1","2.399e-02","36","Abl1, Ccnd3, Ccne1, Ccne2, E2f1, E2f2, Jak2, Ppp2ca, Ppp2r2a, Rb1, Rbl1, Rbl2, Tfdp1, Ubc"
"Extracellular matrix organization","2.399e-02","164","Adam12, Adam19, Adam8, Adamts2, Adamts3, Bgn, Bmp1, Bmp2, Bmp4, Capn3, Col14a1, Col15a1, Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col4a5, Col5a1, Col6a1, Col6a2, Col6a5, Col9a3, Ctsb, Ctsd, Ctsk, Ctss, Dcn, Efemp2, Eln, Fbn1, Icam1, Itga4, Itga8, Itgae, Itgal, Itgax, Itgb1, Itgb2, Itgb3, Itgb4, Itgb7, Loxl1, Ltbp4, Mfap4, Mmp13, Mmp2, Nid1, Nid2, P4ha1, Pcolce, Pecam1, Serpinh1, Sparc, Spp1, Tgfb1, Tgfb2, Tnxb"
"G1 Phase","2.399e-02","36","Abl1, Ccnd3, Ccne1, Ccne2, E2f1, E2f2, Jak2, Ppp2ca, Ppp2r2a, Rb1, Rbl1, Rbl2, Tfdp1, Ubc"
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","2.730e-02","22","Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Itpr1, Prkaca, Prkacb, Rap1a"
"Cell Cycle, Mitotic","2.743e-02","418","Aaas, Abl1, Akt2, Akt3, Anapc11, B9d2, Bub1, Cc2d1b, Ccnd3, Ccne1, Ccne2, Cdc14a, Cdc45, Cdc6, Cdk5rap2, Cdt1, Cenph, Cenpj, Cenpq, Cenpu, Cep152, Cep192, Chmp4b, Cks1b, Csnk2a1, Dynll1, E2f1, E2f2, Emd, Espl1, Fbxo5, Gins3, Gins4, Haus6, Hdac1, Hdac8, Hsp90aa1, Ist1, Jak2, Kpnb1, Lig1, Lmna, Lmnb1, Lpin2, Mad2l1, Mapk3, Mcm2, Mcm3, Mcm5, Ncapd2, Ncapd3, Ncapg2, Nde1, Nup107, Nup133, Nup153, Nup155, Nup188, Nup210, Nup214, Nup85, Orc1, Orc2, Orc3, Plk4, Pmf1, Pola1, Pold4, Pole4, Ppp2ca, Ppp2r2a, Ppp2r5a, Prim1, Prim2, Prkaca, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Rangap1, Rb1, Rbl1, Rbl2, Rbm39, Rcc2, Rfc2, Rfc4, Rpa1, Rpa3, Sfi1, Sgo1, Smc3, Smc4, Spc24, Ssna1, Tfdp1, Tuba1a, Tuba1c, Tubb4b, Tubb5, Tubg1, Tubgcp3, Ubc, Ube2e1, Vrk1, Xpo1"
"G alpha (s) signalling events","2.743e-02","66","Arrb2, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Grk2, Grk3, Htr7, Itgb1, Pde1b, Pde2a, Prkaca, Prkacb, Prkar1a, Ramp1, Ramp3, Sctr"
"DAG and IP3 signaling","2.949e-02","22","Adcy7, Calm2, Calm3, Grk2, Pde1b, Pde1c, Prkaca, Prkacb, Prkar1a, Prkcd"
"C-type lectin receptors (CLRs)","3.529e-02","97","Bcl10, Calm2, Calm3, Fyn, Ikbkg, Il1b, Nfkb1, Nfkb2, Pdpk1, Ppp3r1, Prkaca, Prkacb, Prkcd, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Rela, Relb, Syk, Tab2, Traf6, Ubc, Ube2d2a"
"Collagen degradation","3.789e-02","36","Col15a1, Col18a1, Col1a1, Col1a2, Col3a1, Col4a5, Col5a1, Col6a1, Col6a2, Col6a5, Ctsb, Ctsd, Ctsk, Mmp13, Mmp2"
"Translation","3.789e-02","59","Eef1d, Eef2, Eif2b2, Eif2b3, Eif2b5, Eif2s2, Eif3b, Eif3e, Eif3g, Eif3k, Eif4h, Mrrf, N6amt1, Oxa1l, Ppa1, Srp72, Srp9"
"Costimulation by the CD28 family","3.805e-02","55","Akt2, Akt3, Btla, Cd247, Cd3d, Cd3e, Cd3g, Cd80, Cdc42, Ctla4, Fyn, Grb2, Icos, Icosl, Map3k8, Pdcd1, Pdpk1, Pik3ca, Ppp2ca, Ppp2r5a, Prr5, Ptpn6, Rac1"
"G1/S Transition","4.051e-02","97","Akt2, Akt3, Ccne1, Ccne2, Cdc45, Cdc6, Cdt1, Cks1b, Mcm2, Mcm3, Mcm5, Orc1, Orc2, Orc3, Pola1, Pole4, Ppp2ca, Prim1, Prim2, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Rb1, Rpa1, Rpa3, Ubc"
"Retrograde transport at the Trans-Golgi-Network","4.051e-02","41","Arfrp1, Arl1, Cog5, Cog6, Cog7, Cog8, Golga1, Golga4, Nsf, Plin3, Rab6a, Stx6, Tgoln1, Tmf1, Vps51, Vps53, Vti1a"
"TCR signaling","4.051e-02","94","Bcl10, Cd247, Cd3d, Cd3e, Cd3g, Fyb, Ikbkg, Inpp5d, Itk, Lat, Nfkb1, Pag1, Pdpk1, Pik3ca, Plcg1, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Ptprc, Rela, Tab2, Traf6, Ubc, Ube2d2a, Zap70"
"Cell-cell junction organization","4.090e-02","27","Cadm1, Cdh1, Cdh17, Cdh6, Ctnnb1, Ctnnd1, F11r, Nectin2, Nectin3, Prkci"
