"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"mRNA Splicing - Major Pathway","4.528e-03","160","Alyref, Aqr, Cpsf1, Cpsf3, Cstf1, Cstf2t, Dhx16, Fus, Gpkow, Gtf2f1, Hnrnpa1, Hnrnpd, Hnrnpf, Hnrnpk, Hnrnpl, Hspa8, Lsm2, Lsm4, Magoh, Ncbp2, Nudt21, Pcbp1, Phf5a, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ppie, Ppil1, Prcc, Prpf40a, Prpf8, Puf60, Rbm42, Rbm5, Rbm8a, Rbmx, Rnps1, Sf3b5, Sf3b6, Smndc1, Snrnp27, Snrnp70, Snrpa, Snrpb, Snrpd2, Snu13, Snw1, Srsf11, Srsf2, Sympk, U2surp, Usp39, Wdr33, Xab2, Ybx1"
"Translation","6.762e-03","59","Apeh, Aurkaip1, Dap3, Eef1a1, Eef1b2, Eef1g, Eef2, Eif1ax, Eif2b1, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b, Gfm1, Gfm2, Gspt1, Mtrf1l, Ppa1, Srp72, Srp9"
"mRNA Splicing","8.053e-03","166","Alyref, Aqr, Cpsf1, Cpsf3, Cstf1, Cstf2t, Dhx16, Fus, Gpkow, Gtf2f1, Hnrnpa1, Hnrnpd, Hnrnpf, Hnrnpk, Hnrnpl, Hspa8, Lsm2, Lsm4, Magoh, Ncbp2, Nudt21, Pcbp1, Phf5a, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ppie, Ppil1, Prcc, Prpf40a, Prpf8, Puf60, Rbm42, Rbm5, Rbm8a, Rbmx, Rnps1, Sf3b5, Sf3b6, Smndc1, Snrnp27, Snrnp70, Snrpa, Snrpb, Snrpd2, Snu13, Snw1, Srsf11, Srsf2, Sympk, U2surp, Usp39, Wdr33, Xab2, Ybx1"
"GTP hydrolysis and joining of the 60S ribosomal subunit","1.619e-02","24","Eif1ax, Eif2s1, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b"
"Mitotic Anaphase","1.701e-02","193","Ahctf1, Anapc11, Anapc2, Anapc5, Aurkb, Cdc23, Cdc27, Cdca8, Cdk1, Cenpc1, Cenpf, Chmp3, Ckap5, Dync1h1, Dynll1, Emd, Hdac8, Kif18a, Lbr, Lmna, Mad1l1, Mis12, Ndc1, Nudc, Nup155, Nup188, Pom121, Ppp2r5b, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Rangap1, Rbm39, Rcc1, Rcc2, Ska2, Smc1a, Spc24, Spdl1, Stag2, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Ube2d1, Ube2e1, Vrk1, Wapl, Xpo1"
"Peptide ligand-binding receptors","1.701e-02","64","Apln, App, C3ar1, C5ar1, Cck, Cckar, Ccl11, Ccl25, Ccl4, Ccl6, Ccl7, Ccr5, Cxcl1, Cxcl13, Cxcl16, Cxcr6, Ece1, Edn1, Ednra, F2, Gal, Gpr37l1, Hebp1, Kel, Mc5r, Nmb, Npb, Npy, Npy1r, Penk, Pmch, Pyy, Rxfp1, Sst, Sstr3, Tacr3, Uts2"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","1.800e-02","24","Eif1ax, Eif2s1, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1"
"Antiviral mechanism by IFN-stimulated genes","1.800e-02","30","Ddx58, Eif2ak2, Eif4a1, Eif4a2, Eif4e, Eif4e2, Eif4g1, Isg15, Mapk3, Ube2e1, Ube2n, Usp18"
"Cellular response to chemical stress","1.800e-02","141","Alb, Blvrb, Carm1, Cox14, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Ep300, Gpx1, Gpx2, Gstp1, Hdac3, Keap1, Ncf2, Nfe2l2, Nploc4, Nudt2, Prdx1, Prdx3, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Rbx1, Rxra, Sod2, Srxn1, Tgs1, Txn1, Txn2, Vcp"
"Cellular responses to stimuli","1.800e-02","390","Actr10, Akt1s1, Alb, Anapc11, Anapc2, Anapc5, Atp6v0c, Atp6v0d2, Atp6v1b2, Bag1, Blvrb, Cabin1, Carm1, Cdc23, Cdc27, Cdk2, Cdkn2b, Cited2, Cox11, Cox14, Cox18, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cul2, Dctn1, Dctn3, Dctn6, Depdc5, Dnaja1, Dync1h1, Dynll1, Eed, Eef1a1, Egln2, Eif2s1, Elob, Eloc, Ep300, Ep400, Ern1, Ets2, Fzr1, Gpx1, Gpx2, Gstp1, Hdac3, Hif1an, Hira, Hspa5, Hspa8, Hspa9, Itfg2, Kat5, Keap1, Lamtor3, Map2k3, Map2k4, Map2k6, Map3k5, Mapk3, Mt1, Mt2, Nbn, Ncf2, Ndc1, Nfe2l2, Nploc4, Nudt2, Nup155, Nup188, Pom121, Prdx1, Prdx3, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Rbx1, Rraga, Rxra, Slc38a9, Sod2, Srxn1, Suz12, Tcirg1, Tgs1, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Txn1, Txn2, Ube2d1, Ube2e1, Vcp, Wdr24, Wtip, Xpo1"
"L13a-mediated translational silencing of Ceruloplasmin expression","1.800e-02","23","Eif1ax, Eif2s1, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1"
"Transcriptional regulation by RUNX1","1.800e-02","116","Actl6a, Arid1b, Cbfb, Ccnd1, Ccnd2, Ccnd3, Ep300, H3f3a, H3f3b, Hdac1, Hipk2, Kmt2b, Kmt2e, Lmo1, Pcgf5, Phc2, Pml, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb5, Psmb6, Psmb9, Psmc5, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd5, Psmd9, Psme2b, Psme3, Rbbp5, Scmh1, Setd1a, Smarca2, Smarca4, Smarcb1, Smarcc1, Smarcc2, Smarcd2, Smarce1, Yap1, Zfpm1"
"Translation initiation complex formation","1.800e-02","23","Eif1ax, Eif2s1, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1"
"COPI-mediated anterograde transport","1.807e-02","80","Actr10, Arf1, Arf5, Cog4, Cog6, Copa, Copb1, Cope, Copg1, Dctn1, Dctn6, Dync1h1, Dynll1, Kdelr1, Kdelr2, Napg, Rab1b, Tmed10, Tmed2, Tmed3, Tmed7, Tmem115, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Ykt6"
"Mitotic Metaphase and Anaphase","1.807e-02","194","Ahctf1, Anapc11, Anapc2, Anapc5, Aurkb, Cdc23, Cdc27, Cdca8, Cdk1, Cenpc1, Cenpf, Chmp3, Ckap5, Dync1h1, Dynll1, Emd, Hdac8, Kif18a, Lbr, Lmna, Mad1l1, Mis12, Ndc1, Nudc, Nup155, Nup188, Pom121, Ppp2r5b, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Rangap1, Rbm39, Rcc1, Rcc2, Ska2, Smc1a, Spc24, Spdl1, Stag2, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Ube2d1, Ube2e1, Vrk1, Wapl, Xpo1"
"Major pathway of rRNA processing in the nucleolus and cytosol","1.825e-02","86","Bms1, C1d, Csnk1d, Dcaf13, Ddx49, Emg1, Exosc5, Exosc8, Exosc9, Fbl, Fcf1, Heatr1, Krr1, Ltv1, Mphosph10, Mphosph6, Mtrex, Ncl, Nip7, Nob1, Noc4l, Nol11, Nol6, Nol9, Nop58, Pno1, Rcl1, Rpp21, Rpp40, Rrp9, Senp3, Snu13, Tbl3, Utp14a, Utp18, Utp25, Utp3, Utp6, Wdr3, Wdr36, Wdr43, Wdr75"
"rRNA processing","1.825e-02","86","Bms1, C1d, Csnk1d, Dcaf13, Ddx49, Emg1, Exosc5, Exosc8, Exosc9, Fbl, Fcf1, Heatr1, Krr1, Ltv1, Mphosph10, Mphosph6, Mtrex, Ncl, Nip7, Nob1, Noc4l, Nol11, Nol6, Nol9, Nop58, Pno1, Rcl1, Rpp21, Rpp40, Rrp9, Senp3, Snu13, Tbl3, Utp14a, Utp18, Utp25, Utp3, Utp6, Wdr3, Wdr36, Wdr43, Wdr75"
"rRNA processing in the nucleus and cytosol","1.825e-02","86","Bms1, C1d, Csnk1d, Dcaf13, Ddx49, Emg1, Exosc5, Exosc8, Exosc9, Fbl, Fcf1, Heatr1, Krr1, Ltv1, Mphosph10, Mphosph6, Mtrex, Ncl, Nip7, Nob1, Noc4l, Nol11, Nol6, Nol9, Nop58, Pno1, Rcl1, Rpp21, Rpp40, Rrp9, Senp3, Snu13, Tbl3, Utp14a, Utp18, Utp25, Utp3, Utp6, Wdr3, Wdr36, Wdr43, Wdr75"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","1.845e-02","25","B2m, Erap1, H2-K1, H2-Q6, H2-Q7, Hspa5, Pdia3, Sec24a, Sec24c, Tap1, Tapbp"
"Ribosomal scanning and start codon recognition","1.845e-02","23","Eif1ax, Eif2s1, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1"
"Separation of Sister Chromatids","1.866e-02","159","Ahctf1, Anapc11, Anapc2, Anapc5, Aurkb, Cdc23, Cdc27, Cdca8, Cenpc1, Cenpf, Ckap5, Dync1h1, Dynll1, Hdac8, Kif18a, Mad1l1, Mis12, Nudc, Ppp2r5b, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Rangap1, Rcc2, Ska2, Smc1a, Spc24, Spdl1, Stag2, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Ube2d1, Ube2e1, Wapl, Xpo1"
"APC/C-mediated degradation of cell cycle proteins","2.168e-02","76","Anapc11, Anapc2, Anapc5, Aurkb, Cdc14a, Cdc23, Cdc27, Cdk1, Cdk2, Fzr1, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Cap-dependent Translation Initiation","2.168e-02","31","Eif1ax, Eif2b4, Eif2s1, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b"
"Eukaryotic Translation Initiation","2.168e-02","31","Eif1ax, Eif2b4, Eif2s1, Eif3b, Eif3c, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b"
"Regulation of mitotic cell cycle","2.168e-02","76","Anapc11, Anapc2, Anapc5, Aurkb, Cdc14a, Cdc23, Cdc27, Cdk1, Cdk2, Fzr1, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Asparagine N-linked glycosylation","2.197e-02","217","Actr10, Alg9, Amfr, Arf1, Arf5, B4galt1, Cnih1, Cog6, Copa, Copb1, Cope, Copg1, Dctn1, Dolk, Dolpp1, Dpagt1, Dync1h1, Dynll1, Gfpt1, Glb1, Gmds, Kdelr1, Kdelr2, Lman1, Lman2, Mcfd2, Mgat5, Mvd, Nagk, Napg, Nudt14, Nus1, Pdia3, Pgm3, Ppp6c, Rab1b, Sec24a, Sec24c, Slc35c1, St3gal4, Tfg, Tmed10, Tmed3, Tmed7, Trappc2l, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Uap1, Vcp"
"Autodegradation of Cdh1 by Cdh1:APC/C","2.377e-02","58","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Fzr1, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Cellular responses to stress","2.377e-02","387","Actr10, Akt1s1, Alb, Anapc11, Anapc2, Anapc5, Atp6v0c, Atp6v0d2, Atp6v1b2, Bag1, Blvrb, Cabin1, Carm1, Cdc23, Cdc27, Cdk2, Cdkn2b, Cited2, Cox11, Cox14, Cox18, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cul2, Dctn1, Dctn3, Dctn6, Depdc5, Dnaja1, Dync1h1, Dynll1, Eed, Eef1a1, Egln2, Eif2s1, Elob, Eloc, Ep300, Ep400, Ern1, Ets2, Fzr1, Gpx1, Gpx2, Gstp1, Hdac3, Hif1an, Hira, Hspa5, Hspa8, Hspa9, Itfg2, Kat5, Keap1, Lamtor3, Map2k3, Map2k4, Map2k6, Map3k5, Mapk3, Nbn, Ncf2, Ndc1, Nfe2l2, Nploc4, Nudt2, Nup155, Nup188, Pom121, Prdx1, Prdx3, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Rbx1, Rraga, Rxra, Slc38a9, Sod2, Srxn1, Suz12, Tcirg1, Tgs1, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Txn1, Txn2, Ube2d1, Ube2e1, Vcp, Wdr24, Wtip, Xpo1"
"Extracellular matrix organization","2.377e-02","161","A2m, Adam10, App, Bgn, Bmp4, Capn13, Capn2, Capn3, Capn5, Capn7, Capns1, Cd44, Ceacam1, Cma1, Col11a2, Col12a1, Col15a1, Col20a1, Col23a1, Col4a1, Col4a2, Col4a6, Col5a2, Col6a6, Col7a1, Col9a3, Ctrb1, Ctsk, Ctsl, Ctss, F11r, Fbln5, Furin, Icam2, Icam4, Icam5, Itga1, Itga2b, Itga5, Itgav, Itgb7, Itgb8, Lama4, Loxl1, Loxl3, Matn4, Mfap2, Mfap4, Mmp11, Mmp12, Mmp14, Mmp17, Mmp24, Mmp9, Nid1, P3h3, P4ha1, P4ha2, Pcolce2, Phykpl, Plod1, Pxdn, Sdc3, Sh3pxd2a, Spock3, Tgfb1, Tmprss6, Tnc, Tnxb"
"Glutathione conjugation","2.377e-02","33","Akr1a1, Chac2, Gclc, Gss, Gsta3, Gstm1, Gstm2, Gsto1, Gstp1, Gstt1, Gstt2, Gstz1, Mgst1, Mgst3"
"Nucleotide Excision Repair","2.377e-02","95","Actg1, Actl6a, Aqr, Cetn2, Cul4a, Ddb2, Ep300, Ercc2, Ercc3, Ercc4, Gtf2h4, Ino80, Ino80b, Ino80d, Lig1, Mcrs1, Pole4, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ppie, Rad23a, Rbx1, Rfc4, Rfc5, Sumo2, Tcea1, Ube2n, Usp7, Xab2, Xpc, Yy1"
"Respiratory electron transport","2.377e-02","81","Acad9, Cox11, Cox14, Cox18, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Etfa, Ndufa12, Ndufab1, Ndufaf1, Ndufaf5, Ndufaf6, Ndufaf7, Ndufb10, Ndufb11, Ndufb3, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufc2, Ndufs2, Ndufs3, Ndufs4, Ndufs7, Ndufv1, Ndufv2, Tmem186, Uqcr10, Uqcr11, Uqcrc1, Uqcrh"
"CDK-mediated phosphorylation and removal of Cdc6","2.517e-02","64","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Cdc6, Cdk2, Fzr1, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"UCH proteinases","2.517e-02","70","Actg1, Actl6a, Adrm1, Bap1, Foxk1, Ino80, Ino80b, Ino80d, Kdm1b, Mcrs1, Nedd8, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Yy1"
"Estrogen-dependent gene expression","3.000e-02","42","Carm1, Cbfb, Cdk9, Ep300, Fkbp4, Foxa1, Gtf2a2, Gtf2f1, H3f3a, H3f3b, Kat5, Med1, Nrip1, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Sp1, Tbp, Tle3, Usf1"
"G alpha (i) signalling events","3.057e-02","124","Adcy7, Adcy9, Adora1, Adra2a, Apln, App, C3ar1, C5ar1, Ccl11, Ccl25, Ccl4, Ccl6, Ccr1, Ccr5, Cdk5, Cxcl1, Cxcl13, Cxcl16, Cxcr6, Drd3, Gabbr1, Gal, Gnai2, Gnaq, Gnat2, Gng12, Gng2, Gng4, Gpr37l1, Gpsm1, Grk2, Hebp1, Htr1d, Npb, Npy, Npy1r, Pde4c, Pde4d, Penk, Plcb1, Plcb2, Plcb4, Pmch, Ppp1r1b, Prkaca, Prkar2b, Prkcd, Prkcg, Pyy, Rgs1, Rgs12, Rgs13, Rgs16, Rgs17, Rgs19, Rgs7, Rgs9, S1pr3, Src, Sst, Sstr3, Tas2r118"
"Processing of Capped Intron-Containing Pre-mRNA","3.057e-02","215","Alyref, Aqr, Chtop, Cpsf1, Cpsf3, Cpsf6, Cstf1, Cstf2t, Dhx16, Eif4e, Fus, Gpkow, Gtf2f1, Hnrnpa1, Hnrnpd, Hnrnpf, Hnrnph2, Hnrnpk, Hnrnpl, Hspa8, Lsm2, Lsm4, Magoh, Ncbp2, Ndc1, Nudt21, Nup155, Nup188, Nxf7, Pcbp1, Phf5a, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Pom121, Ppie, Ppil1, Prcc, Prpf40a, Prpf8, Puf60, Rbm42, Rbm5, Rbm8a, Rbmx, Rnps1, Sarnp, Sf3a1, Sf3b5, Sf3b6, Smndc1, Snrnp27, Snrnp70, Snrpa, Snrpb, Snrpd2, Snu13, Snw1, Srrm2, Srsf11, Srsf2, Srsf5, Sympk, U2surp, Usp39, Wdr33, Xab2, Ybx1"
