"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Signaling by Receptor Tyrosine Kinases","2.744e-03","338","Aamp, Abi1, Actg1, Akt3, Ap2b1, Ap2m1, Aph1a, Areg, Arf6, Atp6ap1, Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v1b2, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Baiap2, Brk1, Calm1, Calm2, Calm3, Cbl, Cdc37, Cdc42, Chd4, Col11a1, Col1a1, Col3a1, Col6a1, Crk, Csk, Ctnna1, Ctnnd1, Cyfip1, Diaph1, Dnal4, Egfr, Elmo2, Ep300, Epn1, Eps15, Erbb2, Erbb3, Erbin, Fgf18, Fgfbp1, Fgfrl1, Hbegf, Hdac1, Hnrnpa1, Hsp90aa1, Igf1r, Insr, Irs1, Irs2, Irs4, Itgb1, Jak2, Jup, Kit, Kras, Map2k2, Mapk1, Mapk14, Mapk3, Mapkapk2, Mst1r, Ncbp1, Ncbp2, Nck2, Ncstn, Pak2, Pde3b, Pdgfa, Pdpk1, Pik3cb, Pik3r1, Pik3r2, Pik3r3, Pik3r4, Plcg1, Polr2a, Ppp2ca, Ppp2cb, Prkaca, Prkacb, Prkcb, Psen2, Psenen, Ptk2b, Ptpn6, Ptprk, Pxn, Rab4b, Rac1, Ranbp10, Rock2, Sgk1, Shb, Spint1, Spp1, Spred1, Spred2, Src, Tcirg1, Ubc, Vav2, Vegfa, Vegfb, Ywhab"
"Sphingolipid de novo biosynthesis","2.744e-03","33","Acer3, Cers2, Cers4, Cers5, Degs1, Degs2, Fa2h, Ormdl1, Ormdl2, Ormdl3, Plpp1, Samd8, Sgms1, Sgms2, Sgpl1, Sgpp1, Sgpp2, Sphk2, Spns2, Sptlc1, Sptssb"
"Deubiquitination","3.856e-03","210","Actg1, Actl6a, Asxl1, Asxl2, Atxn7, Axin1, Bap1, Brcc3, Cdc25a, Cdk1, Ddx58, Ep300, Fkbp8, Foxk2, Foxo4, Hif1a, Ifih1, Ikbkg, Ino80, Ino80c, Ino80d, Josd1, Keap1, Map3k7, Mat2b, Mbd6, Mcrs1, Mdm2, Mdm4, Mul1, Mysm1, Nedd8, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb9, Psmc2, Psmc4, Psmd11, Psmd12, Psmd14, Psmd8, Psmd9, Psme3, Psmf1, Rad23a, Rad23b, Rce1, Ripk2, Rnf128, Senp8, Siah2, Smad2, Smad4, Smad7, Tada2b, Tada3, Taf10, Tfpt, Tgfbr1, Tnfaip3, Tnip1, Tnks2, Tomm20, Ubc, Usp12, Usp18, Usp19, Usp22, Usp24, Usp3, Usp30, Usp34, Usp42, Usp47, Usp48, Vcp, Vcpip1, Vdac3, Wdr20, Wdr48, Yy1"
"TP53 Regulates Metabolic Genes","3.856e-03","66","Akt3, Cox14, Cox16, Cox18, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7b, Cox7c, Cox8a, G6pdx, Gls, Gpi1, Gsr, Lrpprc, Prdx1, Prdx2, Prdx5, Prkaa1, Prkab1, Prkag2, Rraga, Sco2, Sesn2, Tigar, Tsc1, Txnrd1, Ywhab, Ywhah"
"Telomere C-strand (Lagging Strand) Synthesis","3.856e-03","29","Chtf18, Dscc1, Lig1, Pcna, Pola1, Prim2, Rfc2, Rfc5, Stn1, Terf2, Wrn"
"HDR through Homologous Recombination (HRR)","6.001e-03","45","Brca2, Chek1, Eme2, Exo1, Gen1, Palb2, Pcna, Pole, Pole3, Polh, Rad51, Rbbp8, Rfc2, Rfc5, Rmi1, Top3a, Wrn, Xrcc2"
"Sphingolipid metabolism","8.161e-03","70","Acer3, Arsa, Arsb, Asah1, Asah2, Cers2, Cers4, Cers5, Cptp, Ctsa, Degs1, Degs2, Esyt1, Fa2h, Galc, Glb1, Gltp, Gm2a, Hexa, Neu1, Ormdl1, Ormdl2, Ormdl3, Plpp1, Psap, Samd8, Sgms1, Sgms2, Sgpl1, Sgpp1, Sgpp2, Smpd1, Smpd2, Smpd3, Sphk2, Spns2, Sptlc1, Sptssb, Sumf1, Ugcg"
"Transport of small molecules","8.161e-03","468","Abca7, Abcc3, Ano6, Ap2b1, Ap2m1, Apoa1, Apoe, Atp11a, Atp13a1, Atp13a2, Atp1a1, Atp1b1, Atp2a2, Atp2b1, Atp2c1, Atp4a, Atp4b, Atp6ap1, Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v1b2, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Atp7a, Atp8b1, Atp9a, Azgp1, Calm1, Calm2, Calm3, Cand1, Car2, Car4, Clca1, Clcn4, Clcn7, Cul1, Cyb5r4, Cyb5rl, Cybrd1, Derl1, Derl2, Eif2s1, Erlin2, Fxyd3, Gnb1, Gng4, Hfe, Hmox2, Ireb2, Ldlr, Lmf1, Lpl, Lrrc8b, Lrrc8e, Magt1, Mcu, Micu1, Micu3, Mrs2, Nceh1, Nedd8, Nipa2, Nipal1, Nipal3, Ostm1, Phb2, Prkaca, Prkacb, Prkar1a, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb9, Psmc2, Psmc4, Psmd11, Psmd12, Psmd14, Psmd8, Psmd9, Rnf185, Rnf5, Scnn1a, Sel1l, Sgk1, Slc12a2, Slc12a6, Slc12a7, Slc15a4, Slc16a7, Slc20a1, Slc20a2, Slc25a22, Slc25a26, Slc25a29, Slc25a4, Slc25a5, Slc26a6, Slc26a7, Slc26a9, Slc27a4, Slc29a1, Slc29a3, Slc2a1, Slc2a4, Slc30a5, Slc30a6, Slc35a1, Slc35b4, Slc35c1, Slc38a2, Slc38a3, Slc39a3, Slc39a4, Slc3a2, Slc44a2, Slc44a3, Slc45a3, Slc4a2, Slc5a3, Slc7a1, Slc7a8, Slc8a1, Slc9a1, Slc9a4, Slco3a1, Slco4a1, Smdt1, Soat1, Sri, Stoml2, Tcirg1, Tsc22d3, Tusc3, Ubc, Vcp, Yme1l1, Zdhhc8"
"Polymerase switching on the C-strand of the telomere","1.027e-02","23","Chtf18, Dscc1, Pcna, Pola1, Prim2, Rfc2, Rfc5, Stn1, Terf2"
"VEGFA-VEGFR2 Pathway","1.375e-02","84","Abi1, Actg1, Akt3, Baiap2, Brk1, Calm1, Calm2, Calm3, Cdc42, Crk, Ctnna1, Ctnnb1, Ctnnd1, Cyba, Cyfip1, Elmo2, Hsp90aa1, Jup, Kras, Mapk14, Mapkapk2, Ncf1, Nck2, Nckap1, Pak2, Pdpk1, Pik3cb, Pik3r1, Pik3r2, Plcg1, Prkaca, Prkacb, Prkcb, Prkcd, Ptk2b, Pxn, Rac1, Rock2, Shb, Src, Vav2, Vegfa"
"Asparagine N-linked glycosylation","1.579e-02","229","Actr1a, Alg14, Alg2, Alg3, Alg5, Alg9, Amfr, Arcn1, Areg, Arf1, Arf5, Arfgap2, Arfgap3, B4galt1, B4galt6, Bet1l, Calr, Canx, Capzb, Cd55, Cnih1, Cog2, Cog4, Cog6, Cog8, Copa, Copb1, Copb2, Csnk1d, Ctsa, Ctsc, Ctsz, Dctn3, Dctn4, Dctn6, Derl1, Dolpp1, Dpagt1, Dpm1, Dpm3, Dync1h1, Dync1li1, Dync1li2, Dynll2, Fcsk, Fpgt, Fuca1, Glb1, Golga2, Kdelr1, Lman1, Lman2, Lman2l, Man1a, Man1a2, Man2a1, Mgat1, Mgat2, Mgat4b, Mgat5, Nagk, Neu1, Nudt14, Nus1, Pdia3, Pmm1, Pmm2, Ppp6r1, Preb, Rab1b, Rad23b, Scfd1, Sec16a, Sec22a, Sec22b, Slc35a1, Slc35c1, St3gal1, St3gal3, St3gal5, St6gal2, Tfg, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc2l, Trappc5, Trappc6a, Trappc6b, Trappc9, Tuba1a, Tuba1c, Tubb4a, Tubb4b, Ubc, Ubxn1, Vcp, Ykt6"
"Resolution of D-Loop Structures","1.640e-02","26","Brca2, Eme2, Exo1, Gen1, Palb2, Rad51, Rbbp8, Rmi1, Top3a, Wrn, Xrcc2"
"Resolution of D-loop Structures through Holliday Junction Intermediates","1.640e-02","26","Brca2, Eme2, Exo1, Gen1, Palb2, Rad51, Rbbp8, Rmi1, Top3a, Wrn, Xrcc2"
"Antiviral mechanism by IFN-stimulated genes","1.653e-02","29","Abce1, Ddx58, Eif4a2, Eif4a3, Eif4e, Eif4g1, Eif4g3, Flnb, Irf3, Isg15, Mapk3, Oasl1, Plcg1, Trim25, Uba7, Ube2e1, Ube2l6, Usp18"
"Insulin receptor recycling","1.666e-02","21","Atp6ap1, Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v1b2, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Insr, Tcirg1"
"Class I MHC mediated antigen processing & presentation","1.697e-02","297","Anapc1, Anapc13, Anapc5, Arel1, Asb11, Asb13, Asb6, Asb8, Atg7, B2m, Btbd1, Calr, Canx, Cd36, Cdc23, Cdc34, Cul1, Cul2, Cyba, Dcaf1, Elob, Eloc, Erap1, Fbxl14, Fbxl19, Fbxo21, Fbxo30, Fbxo31, Fbxo6, Fbxw11, Fbxw5, Fbxw7, Fbxw8, Fbxw9, Fzr1, H2-K1, H2-Q6, Hectd3, Herc3, Herc6, Hspa5, Huwe1, Kbtbd7, Keap1, Klhl11, Klhl22, Klhl9, Lmo7, Lnpep, Lrrc41, Ncf1, Pdia3, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb9, Psmc2, Psmc4, Psmd11, Psmd12, Psmd14, Psmd8, Psmd9, Psme3, Psmf1, Rbbp6, Rbck1, Rchy1, Rnf114, Rnf126, Rnf130, Rnf220, Rnf6, Sec22b, Siah2, Smurf1, Snap23, Spsb2, Tap1, Tap2, Tapbp, Trim50, Uba1, Uba7, Ubc, Ube2a, Ube2b, Ube2e1, Ube2e3, Ube2f, Ube2g2, Ube2j2, Ube2l3, Ube2l6, Ube2m, Ube2q1, Ube2s, Ube3a, Ube3c, Ubr2, Ubr4, Vamp8, Znrf2"
"ISG15 antiviral mechanism","1.697e-02","25","Ddx58, Eif4a2, Eif4a3, Eif4e, Eif4g1, Eif4g3, Flnb, Irf3, Isg15, Mapk3, Plcg1, Trim25, Uba7, Ube2e1, Ube2l6, Usp18"
"Peptide ligand-binding receptors","1.697e-02","77","Apln, C3ar1, Cck, Ccl11, Ccl19, Ccr3, Ccrl2, Cort, Cxcl1, Cxcl10, Cxcl13, Cxcl5, Cxcr3, Cxcr6, Ednra, Ednrb, Gal, Galr1, Galr3, Gpr37, Gpr37l1, Mc5r, Nln, Npff, Npffr2, Oprd1, Oxtr, Pomc, Ppbp, Prok2, Prokr1, Uts2"
"RHO GTPases activate IQGAPs","1.697e-02","25","Actg1, Calm1, Calm2, Calm3, Cdc42, Cdh1, Ctnna1, Ctnnb1, Iqgap2, Men1, Rac1, Tuba1a, Tuba1c, Tubb4a, Tubb4b"
"Cytoprotection by HMOX1","1.727e-02","46","Abcc1, Blvrb, Carm1, Chd9, Cox14, Cox16, Cox18, Cox19, Cox20, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7b, Cox7c, Cox8a, Cycs, Fabp1, H13, Hdac3, Helz2, Hmox2, Lrpprc, Ncoa1, Ncoa2, Rxra, Sco2, Sin3a, Sin3b, Surf1, Tbl1xr1, Tgs1"
"Homologous DNA Pairing and Strand Exchange","1.732e-02","21","Brca2, Chek1, Exo1, Palb2, Rad51, Rbbp8, Rmi1, Top3a, Wrn, Xrcc2"
"Selective autophagy","1.837e-02","56","Arl13b, Atg5, Csnk2b, Dync1h1, Dync1li1, Dync1li2, Dynll2, Map1lc3a, Map1lc3b, Mfn1, Mfn2, Nbr1, Park7, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tomm70a, Tuba1a, Tuba1c, Tubb4a, Tubb4b, Ubc, Ulk1, Usp30"
"RAF activation","1.840e-02","32","Calm1, Calm2, Jak2, Kras, Map2k2, Mark3, Ppp2ca, Ppp2cb, Ppp2r5b, Src, Ywhab"
"Membrane Trafficking","1.869e-02","475","Aak1, Actg1, Actr1a, Actr2, Agpat3, Akt3, Ap1b1, Ap1g1, Ap1m2, Ap1s3, Ap2b1, Ap2m1, Arcn1, Areg, Arf1, Arf5, Arf6, Arfgap2, Arfgap3, Arpc2, Arpc5, Bet1l, Bicd2, Bloc1s1, Bloc1s3, Bloc1s6, Capzb, Cbl, Cd55, Chmp5, Chmp7, Cltb, Cnih1, Cog2, Cog4, Cog8, Copa, Copb1, Cops5, Cops7a, Cops8, Csnk1d, Ctsc, Ctsz, Dctn3, Dctn4, Dennd2d, Dennd5a, Dync1h1, Dync1li2, Dynll2, Egfr, Epn1, Eps15, Fcho2, Fzd4, Gabarap, Gcc1, Gdi1, Gjb1, Golga2, Hbegf, Hspa8, Igf2r, Kif12, Kif13b, Kif21a, Kif23, Kif5b, Ldlr, Lman1, Lman2, Lman2l, M6pr, Madd, Map1lc3b, Mvb12b, Necap2, Nedd8, Ocrl, Pacsin2, Pafah1b3, Pik3c2a, Pla2g4a, Pla2g6, Ppp6r1, Preb, Rab14, Rab1b, Rab5b, Rab7, Rab8a, Rabgef1, Reps2, Rgp1, Scarb2, Scfd1, Scoc, Sec16a, Sec22a, Sec22b, Snap23, Snap29, Snapin, Snx2, Sort1, Src, Ston2, Surf4, Sys1, Syt8, Tbc1d10a, Tbc1d17, Tbc1d8b, Tfg, Tgoln1, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Tmf1, Tor1a, Tor1b, Tpd52l1, Trappc13, Trappc2l, Trappc5, Trappc6a, Trappc8, Trappc9, Trip11, Tsc1, Tuba1a, Tuba1c, Tubb4a, Tubb4b, Txndc5, Ubap1, Ubc, Ubqln1, Ubqln2, Ulk1, Vamp2, Vamp8, Vps36, Vps37b, Vps37c, Vps45, Vps51, Vps54, Vta1, Ykt6"
