"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"DNA Double-Strand Break Repair","4.541e-02","92","Abl1, Abraxas1, Atm, Atrip, Blm, Eme2, Ercc4, Eya3, Eya4, Kdm4b, Lig4, Mapk8, Nbn, Nhej1, Palb2, Pcna, Pold1, Pole2, Pole3, Polh, Poll, Polm, Prkdc, Rad1, Rad17, Rad51c, Rad9a, Rad9b, Rbbp8, Rfc2, Rfc3, Rmi1, Rnf8, Slx1b, Spidr, Sumo2, Tdp2, Top3a, Topbp1, Ube2n, Uimc1, Wrn, Xrcc2, Xrcc3, Xrcc4"
"Signaling by NTRK1 (TRKA)","4.581e-02","53","Ap2b1, Ap2m1, Chd4, Crk, Irs1, Kras, Map2k2, Mapk3, Mapkapk2, Pik3r1, Ppp2ca, Ppp2cb, Ywhab"
"Iron uptake and transport","4.776e-02","41","Atp6ap1, Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v0e, Atp6v1b2, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Cand1, Cul1, Cybrd1, Hfe, Hmox2, Ireb2, Tcirg1, Ubc"
"Asparagine N-linked glycosylation","4.918e-02","215","Actr1a, Alg1, Alg14, Alg2, Alg3, Alg9, Amfr, Arcn1, Arf1, Arf5, Arfgap1, Arfgap3, B4galt1, Bet1l, Calr, Canx, Capzb, Cd55, Cnih1, Cog1, Cog2, Copa, Copb1, Copg1, Csnk1d, Ctsa, Ctsc, Ctsz, Dctn1, Dctn3, Dctn4, Derl1, Dpm1, Dpm3, Dync1h1, Dync1li2, Dynll2, Fuca1, Golga2, Kdelr2, Lman1, Lman2, Lman2l, Man1a, Man1a2, Man2a1, Mgat1, Mgat2, Mgat4b, Nagk, Nus1, Pdia3, Ppp6r1, Ppp6r3, Rab1b, Rad23b, Scfd1, Sec16a, Sec22a, Slc35a1, Slc35c1, St3gal3, St3gal5, Tfg, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc10, Trappc2l, Trappc4, Trappc5, Trappc6a, Trappc9, Tuba1c, Tubb4b, Ubc, Ubxn1, Uso1, Vcp, Ykt6"
"Autophagy","4.918e-02","108","Ambra1, Atg13, Atg16l1, Atg3, Atg4b, Atg4d, Atg7, Atg9a, Becn1, Chmp7, Csnk2b, Dync1h1, Dync1li1, Dync1li2, Dynll2, Fundc1, Gabarap, Gabarapl1, Lamtor2, Map1lc3a, Map1lc3b, Mfn1, Mfn2, Nbr1, Park7, Pex5, Pik3c3, Pik3r4, Prkaa1, Prkag2, Rb1cc1, Rheb, Rraga, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tsc1, Tuba1c, Tubb4b, Ubc, Ulk1, Usp30, Uvrag"
"Cellular response to hypoxia","4.918e-02","64","Ajuba, Cul2, Egln2, Elob, Eloc, Ep300, Hif1an, Limd1, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd11, Psmd12, Psmd14, Psmd4, Psmd8, Psmd9, Psme3, Ubc"
"EPH-Ephrin signaling","4.918e-02","50","Actg1, Actr2, Aph1a, Arhgef28, Arpc2, Cdc42, Efnb1, Epha2, Ephb3, Git1, Kalrn, Ncstn, Psen2, Psenen, Rac1, Rock2, Src, Vav2"
"ER to Golgi Anterograde Transport","4.918e-02","126","Actr1a, Arcn1, Arf1, Arf5, Arfgap1, Arfgap3, Bet1l, Capzb, Cd55, Cnih1, Cog1, Cog2, Copa, Copb1, Copg1, Csnk1d, Ctsc, Ctsz, Dctn1, Dctn3, Dctn4, Dync1h1, Dync1li2, Dynll2, Golga2, Kdelr2, Lman1, Lman2, Lman2l, Ppp6r1, Ppp6r3, Rab1b, Scfd1, Sec16a, Sec22a, Tfg, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc10, Trappc2l, Trappc4, Trappc5, Trappc6a, Trappc9, Tuba1c, Tubb4b, Uso1, Ykt6"
"G alpha (q) signalling events","4.918e-02","82","Anxa1, Arhgef25, Cck, Ccl9, Dgka, Dgke, Dgkg, Dgkh, Dgkq, Gna14, Itpr1, Lpar1, Lpar5, Ltb4r2, Mapk7, Mgll, Npff, P2ry1, Plcb1, Prkca, Prkch, Ptger1, Rgs19, Rgs2, Rgs5"
"GPCR downstream signalling","4.918e-02","231","Abr, Adrb1, Anxa1, Arhgef1, Arhgef17, Arhgef25, Arhgef26, Arhgef33, Arhgef37, Arhgef9, C3ar1, Cck, Ccl11, Ccl21a, Ccl25, Ccl9, Cxcl5, Dgka, Dgke, Dgkg, Dgkh, Dgkq, Ect2, Galr3, Gna14, Gnai1, Gnaz, Gpr55, Gpsm3, Grk3, Htr1b, Itga5, Itpr1, Itsn1, Lpar1, Lpar5, Ltb4r2, Mapk7, Mgll, Npb, Npff, Npy, Opn3, P2ry1, Pde1b, Pde7a, Penk, Pik3r5, Plcb1, Plekhg5, Prex1, Prkca, Prkch, Ptger1, Ptger2, Rasgrf2, Rgs19, Rgs2, Rgs5, S1pr2, Sctr, Tiam2, Vav1, Vip, Vipr2"
"GPCR ligand binding","4.918e-02","91","Ackr3, Adgre5, Adrb1, Anxa1, C3ar1, Casr, Cck, Cckar, Ccl11, Ccl21a, Ccl25, Ccl6, Ccl7, Ccl9, Cxcl12, Cxcl5, Edn1, Galr3, Gng10, Gper1, Gpr55, Htr1b, Lpar1, Lpar5, Ltb4r2, Nln, Npb, Npff, Npy, Npy1r, Opn3, P2ry1, P2ry2, Penk, Pf4, Plppr2, Plppr3, Ptger1, Ptger2, S1pr2, Sctr, Vip, Vipr2"
"HDR through Single Strand Annealing (SSA)","4.918e-02","25","Abl1, Atm, Atrip, Blm, Ercc4, Nbn, Rad1, Rad17, Rad9a, Rad9b, Rbbp8, Rfc2, Rfc3, Rmi1, Top3a, Topbp1, Wrn"
"Homology Directed Repair","4.918e-02","67","Abl1, Abraxas1, Atm, Atrip, Blm, Eme2, Ercc4, Nbn, Palb2, Pcna, Pold1, Pole2, Pole3, Polh, Rad1, Rad17, Rad51c, Rad9a, Rad9b, Rbbp8, Rfc2, Rfc3, Rmi1, Rnf8, Slx1b, Spidr, Sumo2, Top3a, Topbp1, Ube2n, Uimc1, Wrn, Xrcc2, Xrcc3"
"Ion transport by P-type ATPases","4.918e-02","36","Atp11a, Atp13a1, Atp13a2, Atp1a1, Atp1b1, Atp1b3, Atp2b1, Atp4a, Atp4b, Atp7a, Atp8b1, Atp9a, Calm1, Calm2, Calm3, Fxyd3, Sri"
"Macroautophagy","4.918e-02","108","Ambra1, Atg13, Atg16l1, Atg3, Atg4b, Atg4d, Atg7, Atg9a, Becn1, Chmp7, Csnk2b, Dync1h1, Dync1li1, Dync1li2, Dynll2, Fundc1, Gabarap, Gabarapl1, Lamtor2, Map1lc3a, Map1lc3b, Mfn1, Mfn2, Nbr1, Park7, Pex5, Pik3c3, Pik3r4, Prkaa1, Prkag2, Rb1cc1, Rheb, Rraga, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tsc1, Tuba1c, Tubb4b, Ubc, Ulk1, Usp30, Uvrag"
"Mitophagy","4.918e-02","26","Csnk2b, Fundc1, Map1lc3a, Map1lc3b, Mfn1, Mfn2, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Ubc, Ulk1"
"Neutrophil degranulation","4.918e-02","345","Actr1b, Actr2, Adam10, Agl, Agpat2, Alad, Anpep, Anxa2, Apeh, Arl8a, Arpc5, Arsa, Arsb, Asah1, Atad3a, Atp11a, Atp11b, Atp6ap2, Atp6v0a1, Atp6v0c, Atp6v1d, B2m, B4galt1, Bri3, Bst2, C3, Cab39, Cand1, Cant1, Cat, Cct2, Cd177, Cd47, Cd55, Cd63, Cmtm6, Copb1, Cotl1, Creg1, Csnk2b, Cst3, Ctsa, Ctsb, Ctsc, Ctsz, Cyfip1, Ddost, Degs1, Diaph1, Dnajc5, Dnase1l1, Dsp, Dync1h1, Dync1li1, Eef1a1, Eef2, Enpp4, Fabp5, Fgl2, Fth1, Fuca1, Fuca2, Gm2a, Gpi1, Gsn, Gstp1, Gusb, H2-Q6, Hmox2, Hsp90aa1, Hspa8, Huwe1, Igf2r, Impdh2, Iqgap2, Itgav, Jup, Kcmf1, Lamtor2, Magt1, Man2b1, Manba, Mlec, Mvp, Ncstn, Ndufc2, Nfasc, Nme2, Npc2, Ormdl3, Pdap1, Pfkl, Pgm2, Pgrmc1, Pnp, Ppia, Ppie, Prdx6, Psap, Psmb7, Psmc2, Psmd11, Psmd12, Psmd14, Ptpn6, Ptprj, Ptprn2, Rab14, Rab24, Rab4b, Rab5b, Rab5c, Rab7, Rac1, Rap2c, Serpinb1a, Slc15a4, Slc44a2, Snap29, Srp14, Surf4, Svip, Syngr1, Tcirg1, Tmbim1, Tmem30a, Tmem63a, Tollip, Tom1, Ttr, Tubb4b, Txndc5, Ubr4, Unc13d, Vamp8, Vapa, Vat1, Vcp"
"RHOBTB GTPase Cycle","4.918e-02","30","Cct2, Cct6a, Cdc37, Cpsf7, Cul3, Hsp90aa1, Rbbp6, Rhobtb1, Rock2, Srrm1, Tmod3, Tra2b, Twf1, Txnl1"
"Regulation of TP53 Activity through Acetylation","4.918e-02","28","Akt2, Brd7, Brpf1, Chd4, Ep300, Gatad2a, Hdac1, Map2k6, Mbd3, Meaf6, Mta2, Pin1, Pip4k2c, Pip4p1, Pml"
"Signaling by GPCR","4.918e-02","240","Abr, Adrb1, Anxa1, Arhgef1, Arhgef17, Arhgef25, Arhgef26, Arhgef33, Arhgef37, Arhgef9, C3ar1, Cck, Ccl11, Ccl21a, Ccl25, Ccl7, Ccl9, Cxcl5, Dgka, Dgke, Dgkg, Dgkh, Dgkq, Ect2, Galr3, Gna14, Gnai1, Gnaz, Gpr55, Gpsm3, Grk3, Htr1b, Itga5, Itpr1, Itsn1, Lpar1, Lpar5, Ltb4r2, Mapk7, Mgll, Nln, Npb, Npff, Npy, Opn3, P2ry1, Pde1b, Pde7a, Penk, Pik3r5, Plcb1, Plekhg5, Plppr3, Prex1, Prkca, Prkch, Ptger1, Ptger2, Rasgrf2, Rgs19, Rgs2, Rgs5, S1pr2, Sctr, Tiam2, Vav1, Vip, Vipr2"
"Signaling by VEGF","4.918e-02","80","Abi1, Actg1, Baiap2, Brk1, Calm1, Calm2, Calm3, Cdc42, Crk, Ctnna1, Ctnnb1, Ctnnd1, Cyfip1, Hsp90aa1, Itgav, Jup, Kras, Mapk13, Mapkapk2, Nckap1, Pdpk1, Pik3cb, Pik3r1, Pik3r2, Plcg1, Prkaca, Prkacb, Prkcz, Ptk2b, Rac1, Rock2, Shb, Src, Vav2, Vegfb"
"Sphingolipid de novo biosynthesis","4.918e-02","31","Cers5, Degs1, Degs2, Fa2h, Ormdl3, Samd8, Sgms2, Sgpl1, Sgpp1, Sphk2, Sptlc1"
"Telomere C-strand (Lagging Strand) Synthesis","4.918e-02","25","Blm, Dscc1, Lig1, Pcna, Pold1, Pot1a, Prim1, Prim2, Rfc2, Rfc3, Stn1, Terf1, Terf2, Wrn"
"UCH proteinases","4.918e-02","71","Actg1, Actl6a, Asxl1, Asxl2, Bap1, Foxk1, Foxk2, Ino80, Ino80d, Mbd6, Nedd8, Ogt, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd14, Psmd4, Psmd6, Psmd8, Psmd9, Psme3, Psme4, Psmf1, Ubc, Yy1"
