"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Fc epsilon receptor (FCERI) signaling","1.797e-06","102","Calm1, Calm2, Cul1, Fos, Grb2, Jun, Kras, Mapk1, Mapk3, Nfkbia, Pak2, Pik3cb, Pik3r2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rac1, Tab2, Ubc, Ube2d2a, Ube2v1"
"NIK-->noncanonical NF-kB signaling","1.797e-06","50","Cul1, Map3k14, Nfkb2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Ube2m"
"Nuclear events mediated by NFE2L2","1.797e-06","47","Cul1, Nfe2l2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Respiratory electron transport","1.797e-06","81","Cox14, Cox19, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Etfa, Ndufa12, Ndufa13, Ndufa3, Ndufa6, Ndufa7, Ndufa8, Ndufab1, Ndufb10, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufb9, Ndufc1, Ndufc2, Ndufs7, Ndufv3, Surf1, Uqcr10, Uqcr11, Uqcrc1, Uqcrc2, Uqcrfs1, Uqcrq"
"MAPK6/MAPK4 signaling","1.807e-06","62","Ccnd3, Cdc42, Foxo3, Pak2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rac1, Ubc"
"Regulation of ornithine decarboxylase (ODC)","1.807e-06","47","Nqo1, Oaz1, Odc1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1"
"Beta-catenin independent WNT signaling","2.732e-06","98","Ap2b1, Ap2m1, Ap2s1, Calm1, Calm2, Cltb, Cltc, Daam1, Dvl2, Dvl3, Fzd5, Gnb1, Gng12, Kras, Nlk, Pfn1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rac1, Rhoa, Smurf1, Ubc"
"Degradation of GLI1 by the proteasome","3.929e-06","49","Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Transport to the Golgi and subsequent modification","3.929e-06","141","Arcn1, Areg, Arf1, Arf3, Arf4, Arf5, B4galt1, B4galt5, Capzb, Cd55, Cog2, Copa, Copb1, Cope, Copg1, Copg2, Copz1, Ctsz, Dctn2, Dctn3, Dctn5, Dctn6, Dync1h1, Dync1i2, Dync1li2, Dynll1, Dynll2, Golga2, Gosr2, Kdelr1, Kdelr2, Lman1, Lman2, Lman2l, Man2a1, Mgat1, Mgat4b, Mgat5, Mia3, Napg, Ppp6c, Ppp6r1, Rab1a, Rab1b, Sar1b, Sec24b, Sec24d, St8sia6, Tbc1d20, Tfg, Tgfa, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc10, Trappc3, Trappc4, Trappc6a, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"Degradation of AXIN","4.012e-06","49","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tnks, Ubc"
"Hedgehog ligand biogenesis","4.601e-06","53","Derl2, P4hb, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Vcp"
"PCP/CE pathway","4.708e-06","76","Ap2b1, Ap2m1, Ap2s1, Cltb, Cltc, Daam1, Dvl2, Dvl3, Fzd5, Pfn1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rac1, Rhoa, Smurf1, Ubc"
"CLEC7A (Dectin-1) signaling","4.854e-06","81","Calm1, Calm2, Cul1, Map3k14, Nfkb2, Nfkbia, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rela, Src, Tab2, Ubc, Ube2d2a, Ube2m, Ube2v1"
"GLI3 is processed to GLI3R by the proteasome","4.991e-06","49","Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Regulation of PTEN stability and activity","6.691e-06","61","Akt1, Csnk2a1, Csnk2b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tnks, Ubc"
"FCERI mediated NF-kB activation","6.892e-06","65","Cul1, Nfkbia, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rela, Tab2, Ubc, Ube2d2a, Ube2v1"
"Activation of NF-kappaB in B cells","7.293e-06","55","Cul1, Nfkbia, Nfkbib, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rela, Ubc"
"Cross-presentation of soluble exogenous antigens (endosomes)","7.533e-06","45","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1"
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","1.258e-05","45","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"p53-Independent DNA Damage Response","1.258e-05","45","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"p53-Independent G1/S DNA damage checkpoint","1.258e-05","45","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","1.260e-05","47","Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"ER to Golgi Anterograde Transport","1.450e-05","121","Arcn1, Areg, Arf1, Arf3, Arf4, Arf5, Capzb, Cd55, Cog2, Copa, Copb1, Cope, Copg1, Copg2, Copz1, Ctsz, Dctn2, Dctn3, Dctn5, Dctn6, Dync1h1, Dync1i2, Dync1li2, Dynll1, Dynll2, Golga2, Gosr2, Kdelr1, Kdelr2, Lman1, Lman2, Lman2l, Mia3, Napg, Ppp6c, Ppp6r1, Rab1a, Rab1b, Sar1b, Sec24b, Sec24d, Tbc1d20, Tfg, Tgfa, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc10, Trappc3, Trappc4, Trappc6a, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"KEAP1-NFE2L2 pathway","1.484e-05","68","Akt1, Cul1, Mafk, Map1lc3b, Nfe2l2, Prdx1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Sqstm1, Srxn1, Ubc, Vcp"
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","1.834e-05","60","Egln2, Egln3, Elob, Epas1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Ube2d2a, Wtip"
"Antigen processing-Cross presentation","2.396e-05","71","B2m, Calr, Cyba, H2-K1, H2-Q4, H2-Q6, H2-Q7, H2-T23, Pdia3, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Stx4a, Tap2, Tapbp, Vamp3, Vamp8"
"PTEN Regulation","3.649e-05","101","Akt1, Chd4, Csnk2a1, Csnk2b, Gatad2a, Lamtor2, Lamtor3, Mta2, Phc1, Phc2, Pml, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rheb, Rraga, Rragc, Tnks, Ubc"
"Regulation of RUNX2 expression and activity","3.915e-05","47","Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Ubiquitin-dependent degradation of Cyclin D","5.023e-05","45","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"TP53 Regulates Metabolic Genes","5.647e-05","64","Akt1, Cox14, Cox19, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, G6pdx, Gpx2, Gsr, Lamtor2, Lamtor3, Prdx1, Prdx2, Prdx5, Prkag1, Rheb, Rraga, Rragc, Sfn, Surf1, Tigar, Txn1, Ywhab, Ywhah, Ywhaz"
"SCF(Skp2)-mediated degradation of p27/p21","7.352e-05","51","Cdk2, Cdkn1a, Cdkn1b, Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Autodegradation of the E3 ubiquitin ligase COP1","8.729e-05","46","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Degradation of beta-catenin by the destruction complex","1.364e-04","69","Ctbp2, Cul1, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Metabolism of polyamines","1.619e-04","54","Nqo1, Oaz1, Odc1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1"
"The role of GTSE1 in G2/M progression after G2 checkpoint","1.638e-04","63","Cdkn1a, Hsp90aa1, Hsp90ab1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc"
"Stabilization of p53","2.176e-04","49","Mdm2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd12, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Signaling by the B Cell Receptor (BCR)","2.211e-04","85","Calm1, Calm2, Cul1, Fkbp1a, Grb2, Itpr3, Kras, Nfkbia, Nfkbib, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Sh3kbp1, Stim1, Ubc"
"Cellular response to hypoxia","2.347e-04","64","Egln2, Egln3, Elob, Epas1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Ube2d2a, Wtip"
"Regulation of mRNA stability by proteins that bind AU-rich elements","2.347e-04","75","Akt1, Eif4g1, Hspa1b, Hspa8, Mapkapk2, Pabpc1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Set, Tnpo1, Ubc, Ywhab, Ywhaz"
"TNFR2 non-canonical NF-kB pathway","2.961e-04","69","Cul1, Ltbr, Map3k14, Nfkb2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tnfrsf12a, Tnfrsf1a, Traf3, Ubc, Ube2m"
"Autodegradation of Cdh1 by Cdh1:APC/C","3.707e-04","57","Anapc2, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"C-type lectin receptors (CLRs)","4.358e-04","93","Calm1, Calm2, Cul1, Kras, Map3k14, Nfkb2, Nfkbia, Pak2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Raf1, Src, Tab2, Ubc, Ube2d2a, Ube2m, Ube2v1"
"TCF dependent signaling in response to WNT","5.423e-04","126","Akt1, Ash2l, Bcl9l, Cby1, Csnk1e, Csnk2a1, Csnk2b, Dvl2, Dvl3, Fzd5, Lgr4, Lrp5, Men1, Pip5k1b, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tnks, Ubc, Ywhaz"
"Downstream TCR signaling","5.522e-04","72","Cul1, Nfkbia, Pik3cb, Pik3r2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rela, Tab2, Ubc, Ube2d2a, Ube2v1"
"COPI-mediated anterograde transport","5.633e-04","78","Arcn1, Arf1, Arf3, Arf4, Arf5, Capzb, Cd55, Cog2, Copa, Copb1, Cope, Copg1, Copg2, Copz1, Dctn2, Dctn3, Dctn5, Dctn6, Dync1h1, Dync1i2, Dync1li2, Dynll1, Dynll2, Golga2, Gosr2, Kdelr1, Kdelr2, Napg, Rab1a, Rab1b, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"p53-Dependent G1 DNA Damage Response","5.882e-04","55","Cdk2, Cdkn1a, Cdkn1b, Mdm2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"p53-Dependent G1/S DNA damage checkpoint","5.882e-04","55","Cdk2, Cdkn1a, Cdkn1b, Mdm2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"EPH-Ephrin signaling","6.479e-04","53","Actg1, Actr2, Actr3, Aph1a, Arpc1b, Arpc5, Cdc42, Efna1, Efnb1, Epha1, Epha2, Ephb3, Git1, Nck2, Ncstn, Pak2, Psenen, Rac1, Rasa1, Rhoa, Rock2, Src"
"Signaling by TGF-beta Receptor Complex","6.623e-04","60","Ccnc, Ccnt1, Cdk8, Cdk9, F11r, Fkbp1a, Itgb1, Ltbp3, Ltbp4, Mapk1, Mapk3, Men1, Mtmr4, Ncor2, Nedd8, Ppm1a, Rhoa, Smad3, Smad7, Smurf1, Snw1, Sp1, Ubc, Ube2m"
"Cyclin A:Cdk2-associated events at S phase entry","8.542e-04","63","Akt1, Cdk2, Cdkn1a, Cdkn1b, Cul1, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Wee1"
"UCH proteinases","8.963e-04","70","Actg1, Asxl2, Ino80c, Mbd6, Nedd8, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Uchl3"
"G1/S DNA Damage Checkpoints","9.452e-04","56","Cdk2, Cdkn1a, Cdkn1b, Mdm2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
