"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Keratinization","1.031e-02","31","Dsg2, Dsp, Jup, Krt13, Krt16, Krt18, Krt19, Krt20, Krt7, Krt78, Krt8, Krt80, Perp, Pkp1, Pkp3, Rptn"
"Neutrophil degranulation","1.031e-02","365","Actr1b, Agpat2, Alad, Anpep, Anxa2, Apeh, Armc8, Atp6v0a1, Atp6v0c, Atp8a1, B2m, C3, Cant1, Cap1, Cat, Cd300a, Cd55, Cd63, Chit1, Ckap4, Cnn2, Commd3, Cotl1, Crispld2, Cst3, Cstb, Ctsb, Ctsc, Ctsd, Ctss, Ddost, Dgat1, Dock2, Dok3, Dsp, Dynll1, Eef1a1, Erp44, Fabp5, Faf2, Fcgr2b, Fuca2, Gca, Gdi2, Ggh, Gm2a, Gsn, Gstp1, H2-K1, H2-Q6, Hmox2, Hsp90ab1, Igf2r, Itgb2, Jup, Lamtor3, Lyz2, Manba, Mvp, Ncstn, Nme2, Pafah1b2, Pgm2, Pgrmc1, Ppia, Prkcd, Psap, Psmb7, Psmd1, Psmd11, Psmd12, Psmd6, Ptprn2, Pygb, Qsox1, Rab27a, Rab5b, Rap1a, Rap2b, Rap2c, Rhoa, Rhof, Rock1, Serpinb6a, Sirpa, Slc2a5, Slpi, Snap23, Syngr1, Tmem63a, Tnfrsf1b, Tollip, Try10, Tubb4b, Unc13d, Vamp8, Vapa, Vat1, Vcl"
"Homology Directed Repair","1.188e-02","65","Abl1, Blm, Brip1, Ccna2, Cdk2, Eme2, Mdc1, Mre11a, Mus81, Palb2, Parp2, Pold2, Pole, Pole3, Ppp4c, Rad17, Rad51ap1, Rad51d, Rad9a, Rfc2, Rmi1, Rpa1, Rpa3, Slx4, Sumo2, Timeless, Tipin, Top3a, Topbp1, Trp53bp1, Wrn"
"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","1.398e-02","63","Abl1, Blm, Brip1, Ccna2, Cdk2, Eme2, Mdc1, Mre11a, Mus81, Palb2, Pold2, Pole, Pole3, Ppp4c, Rad17, Rad51ap1, Rad51d, Rad9a, Rfc2, Rmi1, Rpa1, Rpa3, Slx4, Sumo2, Timeless, Tipin, Top3a, Topbp1, Trp53bp1, Wrn"
"Biological oxidations","1.697e-02","115","Adh7, Akr1a1, Aldh2, Aldh3a1, Cbr3, Ces1d, Comt, Cyp1b1, Cyp27a1, Cyp2c65, Cyp2j6, Cyp2s1, Cyp4v3, Dpep1, Ephx1, Fmo2, Gclc, Gclm, Ggct, Gstm1, Gsto1, Gstp1, Gstt1, Gstz1, Hsp90ab1, Mat2a, Mgst2, Mgst3, Oplah, Papss2, Ptgis, Ptgs1, Rxra, Ugdh"
"Degradation of the extracellular matrix","1.697e-02","69","Adam10, Adam15, Capn13, Capn5, Capn8, Capn9, Cast, Cdh1, Col1a1, Col1a2, Col3a1, Col4a1, Col4a2, Col4a6, Col5a1, Col5a3, Col6a1, Col6a2, Col8a1, Ctsb, Ctsd, Ctss, Dcn, Eln, Fbn1, Furin, Htra1, Mmp13, Mmp15, Mmp19, Mmp2, Nid1, Scube1, Try10"
"Assembly of collagen fibrils and other multimeric structures","2.746e-02","35","Bmp1, Col14a1, Col1a1, Col1a2, Col3a1, Col4a1, Col4a2, Col4a6, Col5a1, Col5a3, Col6a1, Col6a2, Col8a1, Ctsb, Ctss, Lox, Loxl1, Loxl2, Loxl3, Mmp13, Pcolce"
"Mitotic Spindle Checkpoint","2.746e-02","74","Anapc16, Cdc26, Cenpf, Cenpq, Clasp2, Incenp, Kntc1, Ppp2r1a, Ppp2r5b, Ppp2r5c, Rangap1, Rcc2, Ska2, Spc24, Spc25, Taok1, Ube2e1, Ube2s, Zwilch"
"Recycling pathway of L1","2.746e-02","26","Actg1, Ap2a1, Ap2s1, Dnm3, Dpysl2, Ezr, Mapk1, Msn, Numb, Rdx, Sh3gl2, Src, Tuba1a, Tuba1c, Tubb4b"
"Apoptotic execution phase","3.181e-02","37","Acin1, Add1, Birc2, Casp6, Cdh1, Dsg2, Dsp, Fnta, Gsn, H1f0, Lmna, Lmnb1, Pkp1, Plec, Prkcd, Rock1, Tjp1, Tjp2, Vim"
"Chromosome Maintenance","4.206e-02","51","Ankrd28, Atrx, Blm, Ccna2, Cdk2, Cenpa, Cenpo, Cenpq, Cenpt, Cenpx, Ctc1, Dkc1, Dscc1, Gar1, Pola1, Pold2, Rfc2, Rpa1, Rpa3, Rtel1, Ruvbl1, Ten1, Wrn"
"Apoptosis","4.214e-02","81","Acin1, Add1, Birc2, Casp6, Cdh1, Dsg2, Dsp, Dynll1, Dynll2, Fnta, Gsn, H1f0, Lmna, Lmnb1, Mapk1, Mapk3, Pkp1, Plec, Ppp3r1, Prkcd, Ripk1, Rock1, Tjp1, Tjp2, Tradd, Traf2, Vim, Ywhab, Ywhaz"
"Metabolism of lipids","4.214e-02","454","Acot2, Acox1, Acsf2, Acsl3, Agpat1, Agpat2, Agpat4, Akr1b8, Akr1c14, Alb, Aldh3b2, Arf1, Asah2, B4galnt1, Cbr1, Chpt1, Cidec, Cpt1a, Cpt2, Crot, Cyp1b1, Cyp27a1, Cyp2c65, Cyp2j6, Dgat1, Dgat2, Dpep1, Ebp, Ehhadh, Esyt3, Etnk1, Fa2h, Fabp4, Fabp5, Fdps, Gde1, Ggps1, Gk, Gm2a, Gpat3, Gpd1l, Gpx1, Hacd3, Hadhb, Helz2, Hmgcs2, Hsd17b11, Kdsr, Lpcat4, Lpin2, Mboat7, Mgll, Mid1ip1, Mlycd, Mogat1, Mogat2, Msmo1, Mtmr6, Ndufab1, Nudt19, Osbpl2, Osbpl3, Pcca, Pcyt1a, Phyh, Pik3c3, Pik3r1, Pip4k2b, Pip4k2c, Pitpnm1, Pla2g10, Pla2g12a, Pla2g15, Pla2g4a, Plbd1, Plpp3, Plpp6, Pnpla2, Pon2, Ppt1, Psap, Ptgis, Ptgs1, Rxra, Samd8, Sc5d, Sgpp1, Slc25a1, Smarcd3, Sptlc2, Sptssb, Stard3nl, Stard5, Stard7, Tspo, Ugcg"
"Platelet activation, signaling and aggregation","4.214e-02","186","Abhd12, Actg1, Actn4, Alb, Bcar1, Brpf3, Calm1, Calm2, Calm3, Clu, Col1a1, Col1a2, Csk, Dgkd, F2r, Fam3c, Flna, Gas6, Gna13, Gna14, Gnaq, Gnb1, Gnb5, Gng10, Gng12, Itpr3, Lgals3bp, Mapk3, Mgll, Pdgfa, Pik3ca, Pik3r1, Pik3r2, Pla2g4a, Prkcd, Psap, Qsox1, Raf1, Rap1a, Rasgrp2, Rhoa, Rhob, Selenop, Serping1, Sparc, Src, Syk, Tagln2, Timp3, Tmsb4x, Tor4a, Trf, Vav2, Vegfb, Vegfd, Ywhaz"
"Post-translational protein phosphorylation","4.238e-02","75","Adam10, Alb, Ano8, Apoe, Apol7a, Apol9a, C3, Chrdl1, Ckap4, Cst3, Fam20a, Fbn1, Fstl3, Fuca2, Gas6, Igfbp5, Igfbp7, Mfge8, Pnpla2, Qsox1, Shisa5, Sparcl1, Tnc, Trf, Wfs1"
"Processing of DNA double-strand break ends","4.282e-02","41","Blm, Brip1, Ccna2, Cdk2, Mdc1, Mre11a, Ppp4c, Rad17, Rad9a, Rfc2, Rmi1, Rpa1, Rpa3, Sumo2, Timeless, Tipin, Top3a, Topbp1, Trp53bp1, Wrn"
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","4.802e-02","79","Adam10, Alb, Ano8, Aplp2, Apoe, Apol7a, Apol9a, Bmp4, C3, C4b, Chrdl1, Ckap4, Cst3, Fam20a, Fbn1, Fn1, Fstl1, Fstl3, Fuca2, Gas6, Igf1, Igf2, Igfbp5, Igfbp7, Mbtps1, Mfge8, Mxra8, P4hb, Pdia6, Pnpla2, Prkcsh, Qsox1, Shisa5, Sparcl1, Stc2, Tgoln1, Tnc, Trf, Wfs1"
