"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Nucleotide Excision Repair","1.177e-02","94","Actg1, Actl6a, Actr8, Aqr, Cetn2, Ddb2, Ep300, Ercc2, Ercc3, Ercc4, Ercc6, Ercc8, Gtf2h4, Ino80, Ino80b, Ino80d, Lig1, Mcrs1, Nfrkb, Pole4, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ppie, Rad23a, Rbx1, Rfc4, Rfc5, Sumo1, Sumo2, Tcea1, Ube2n, Usp7, Xab2, Xpc, Yy1"
"Regulation of mitotic cell cycle","1.177e-02","74","Anapc11, Anapc2, Anapc5, Aurkb, Bub1b, Cdc14a, Cdc23, Cdc27, Cdk1, Cdk2, Fzr1, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"UCH proteinases","1.177e-02","70","Actg1, Actl6a, Actr8, Adrm1, Bap1, Foxk1, Ino80, Ino80b, Ino80d, Mbd6, Mcrs1, Nedd8, Nfrkb, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Yy1"
"mRNA Splicing","1.177e-02","166","Alyref, Aqr, Cpsf1, Cpsf3, Cstf1, Cstf2t, Cwc27, Dhx16, Fus, Gpkow, Hnrnpa0, Hnrnpa1, Hnrnpa2b1, Hnrnpd, Hnrnpf, Hnrnpk, Hspa8, Lsm2, Lsm4, Lsm8, Magoh, Ncbp2, Nudt21, Pcbp1, Phf5a, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ppil1, Prcc, Prpf40a, Prpf8, Puf60, Rbm42, Rbm5, Rbm8a, Rnps1, Sf3b6, Smndc1, Snrnp70, Snrpa, Snrpb, Snrpd2, Snu13, Srrm2, Srsf11, Srsf2, Sympk, Txnl4a, U2surp, Usp39, Wdr33, Xab2, Ybx1"
"APC/C:Cdc20 mediated degradation of mitotic proteins","1.181e-02","64","Anapc11, Anapc2, Anapc5, Bub1b, Cdc23, Cdc27, Cdk1, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Cellular response to hypoxia","1.181e-02","63","Cited2, Cul2, Egln2, Elob, Eloc, Ep300, Hif1an, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rbx1, Ube2d1, Wtip"
"Major pathway of rRNA processing in the nucleolus and cytosol","1.181e-02","85","Bms1, C1d, Dcaf13, Ddx49, Emg1, Exosc5, Exosc9, Fbl, Heatr1, Ltv1, Mphosph10, Mphosph6, Ncl, Nip7, Nob1, Nol11, Rpp21, Rrp9, Senp3, Snu13, Tbl3, Utp14a, Utp18, Utp3, Utp6, Wdr3, Wdr75"
"Mitotic Anaphase","1.181e-02","178","Anapc11, Anapc2, Anapc5, Aurkb, Banf1, Bub1b, Cdc23, Cdc27, Cdca8, Cdk1, Cenpf, Cenpk, Cenpq, Ckap5, Dync1h1, Dynll1, Hdac8, Kif18a, Lmna, Mad1l1, Mis12, Ndc1, Nudc, Nup155, Nup188, Pom121, Ppp2r5b, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rangap1, Rbm39, Rcc1, Rcc2, Ska2, Smc1a, Spc24, Spdl1, Sumo1, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Ube2d1, Ube2e1, Vrk1, Xpo1"
"Mitotic Metaphase and Anaphase","1.181e-02","179","Anapc11, Anapc2, Anapc5, Aurkb, Banf1, Bub1b, Cdc23, Cdc27, Cdca8, Cdk1, Cenpf, Cenpk, Cenpq, Ckap5, Dync1h1, Dynll1, Hdac8, Kif18a, Lmna, Mad1l1, Mis12, Ndc1, Nudc, Nup155, Nup188, Pom121, Ppp2r5b, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rangap1, Rbm39, Rcc1, Rcc2, Ska2, Smc1a, Spc24, Spdl1, Sumo1, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Ube2d1, Ube2e1, Vrk1, Xpo1"
"rRNA processing","1.181e-02","85","Bms1, C1d, Dcaf13, Ddx49, Emg1, Exosc5, Exosc9, Fbl, Heatr1, Ltv1, Mphosph10, Mphosph6, Ncl, Nip7, Nob1, Nol11, Rpp21, Rrp9, Senp3, Snu13, Tbl3, Utp14a, Utp18, Utp3, Utp6, Wdr3, Wdr75"
"rRNA processing in the nucleus and cytosol","1.181e-02","85","Bms1, C1d, Dcaf13, Ddx49, Emg1, Exosc5, Exosc9, Fbl, Heatr1, Ltv1, Mphosph10, Mphosph6, Ncl, Nip7, Nob1, Nol11, Rpp21, Rrp9, Senp3, Snu13, Tbl3, Utp14a, Utp18, Utp3, Utp6, Wdr3, Wdr75"
"APC/C:Cdc20 mediated degradation of Securin","1.475e-02","60","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Collagen degradation","1.661e-02","29","Col11a2, Col12a1, Col15a1, Col4a1, Col4a2, Col4a6, Col5a2, Col7a1, Ctsk, Mmp14, Mmp9, Tmprss6"
"Estrogen-dependent gene expression","1.661e-02","41","Carm1, Cdk9, Ep300, Foxa1, Gtf2a2, Gtf2f1, H3f3a, H3f3b, Kat2b, Kat5, Ncoa2, Nrip1, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Tbp, Tle3, Usf1"
"GTP hydrolysis and joining of the 60S ribosomal subunit","1.661e-02","23","Eif1ax, Eif2s1, Eif3a, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b"
"Regulation of mRNA stability by proteins that bind AU-rich elements","1.661e-02","76","Eif4g1, Exosc5, Exosc9, Hnrnpd, Hspa8, Hspb1, Khsrp, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Tnpo1, Xpo1, Ywhab, Ywhaz"
"Transcriptional regulation by RUNX1","1.776e-02","113","Actl6a, Arid1b, Ccnd1, Ccnd2, Cdk6, Csnk2b, Ep300, H3f3a, H3f3b, Hdac1, Hipk2, Kat2b, Kmt2b, Kmt2e, Pcgf5, Phc2, Pml, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rbbp5, Scmh1, Setd1a, Smarca2, Smarca4, Smarcb1, Smarcc1, Smarcc2, Smarce1, Tcf12, Tcf3, Yap1, Zfpm1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","2.211e-02","51","Alg1, Alg9, Dolk, Dolpp1, Dpagt1, Gfpt1, Glb1, Gmds, Mvd, Nagk, Nudt14, Nus1, Pgm3, Slc35c1, St3gal4, Uap1"
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","2.384e-02","66","Anapc11, Anapc2, Anapc5, Aurkb, Cdc23, Cdc27, Fzr1, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","2.384e-02","65","Anapc11, Anapc2, Anapc5, Bub1b, Cdc23, Cdc27, Cdk1, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Translation","2.384e-02","58","Apeh, Aurkaip1, Dap3, Eef1a1, Eef1b2, Eef1g, Eif1ax, Eif2b1, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b, Gfm2, Mtrf1l, Ppa1"
"Assembly of collagen fibrils and other multimeric structures","2.494e-02","27","Col11a2, Col12a1, Col15a1, Col18a1, Col27a1, Col4a1, Col4a2, Col4a5, Col4a6, Col5a1, Col5a2, Col6a1, Col6a5, Col7a1, Col9a3, Ctss, Loxl1, Mmp9, Pxdn"
"Neuronal System","2.517e-02","118","Adcy7, Adcy9, Cacna2d2, Cacnb4, Camk2b, Chrnb2, Creb1, Dlgap1, Epb41l3, Gabbr1, Gng4, Grik5, Homer3, Kcnc3, Kcnh2, Kcnj3, Kcnk3, Kcnq1, Lin7a, Ncald, Plcb2, Prkar2b, Prkcb, Prkcg, Slc1a1, Slc22a1, Slc38a1, Snap25, Stx1a"
"Degradation of the extracellular matrix","2.547e-02","56","Adam10, Adam8, Capn13, Capn2, Capn5, Cd44, Cma1, Col11a2, Col12a1, Col15a1, Col18a1, Col4a1, Col4a2, Col4a5, Col4a6, Col5a1, Col5a2, Col6a1, Col6a5, Col7a1, Ctrb1, Ctsk, Ctss, Fbn1, Mmp14, Mmp9, Nid1, Phykpl, Scube1, Spp1, Tmprss6"
"ISG15 antiviral mechanism","2.547e-02","25","Ddx58, Eif2ak2, Eif4a1, Eif4a2, Eif4e, Eif4e2, Eif4g1, Eif4g3, Isg15, Mapk3, Nedd4, Uba7, Ube2e1, Ube2l6, Ube2n, Usp18"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","2.643e-02","23","Eif1ax, Eif2s1, Eif3a, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1"
"Cell surface interactions at the vascular wall","2.692e-02","62","Cd48, Dok2, Esam, F2, Fyn, Grb2, Inpp5d, Itga5, Jchain, Pik3ca, Pros1, Sdc3, Sell, Sirpa, Spn, Tek, Tgfb1, Yes1"
"Collagen biosynthesis and modifying enzymes","2.692e-02","32","Col11a2, Col12a1, Col15a1, Col20a1, Col4a1, Col4a2, Col4a6, Col5a2, Col7a1, Col9a3, P4ha1, P4ha2, Plod1"
"Formation of RNA Pol II elongation complex ","2.692e-02","52","Cdk9, Ctr9, Ell, Elob, Eloc, Ercc2, Ercc3, Gtf2h4, Leo1, Mllt1, Ncbp2, Nelfcd, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ssrp1, Supt16, Supt5, Tcea1, Wdr61"
"RNA Polymerase II Transcription Elongation","2.692e-02","52","Cdk9, Ctr9, Ell, Elob, Eloc, Ercc2, Ercc3, Gtf2h4, Leo1, Mllt1, Ncbp2, Nelfcd, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ssrp1, Supt16, Supt5, Tcea1, Wdr61"
"mRNA 3'-end processing","2.692e-02","53","Alyref, Chtop, Cpsf1, Cpsf3, Cstf1, Cstf2t, Magoh, Ncbp2, Nudt21, Rbm8a, Rnps1, Sarnp, Srsf11, Srsf2, Sympk, Wdr33"
"RNA Polymerase II Transcription Termination","2.760e-02","61","Alyref, Chtop, Cpsf1, Cpsf3, Cstf1, Cstf2t, Magoh, Ncbp2, Nudt21, Rbm8a, Rnps1, Sarnp, Snrpb, Srsf11, Srsf2, Sympk, Wdr33"
"Transmission across Chemical Synapses","2.760e-02","82","Adcy7, Adcy9, Cacna2d2, Cacnb4, Camk2b, Chrnb2, Creb1, Gabbr1, Gng4, Grik5, Kcnj3, Lin7a, Ncald, Plcb2, Prkar2b, Prkcb, Prkcg, Slc1a1, Slc22a1, Slc38a1, Snap25, Stx1a"
"Switching of origins to a post-replicative state","2.852e-02","76","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Cdc6, Cdk2, Fzr1, Mcm6, Mcm7, Orc5, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rbx1, Ube2d1, Ube2e1"
"Dual incision in TC-NER","2.864e-02","56","Aqr, Ep300, Ercc2, Ercc3, Ercc4, Gtf2h4, Pole4, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Rbx1, Rfc4, Rfc5, Tcea1, Usp7, Xab2"
"Nuclear events mediated by NFE2L2","2.864e-02","47","Ep300, Nfe2l2, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rbx1"
"Antiviral mechanism by IFN-stimulated genes","3.269e-02","29","Ddx58, Eif2ak2, Eif4a1, Eif4a2, Eif4e, Eif4e2, Eif4g1, Eif4g3, Isg15, Mapk3, Nedd4, Uba7, Ube2e1, Ube2l6, Ube2n, Usp18"
"Synthesis of substrates in N-glycan biosythesis","3.269e-02","42","Dolk, Dolpp1, Gfpt1, Glb1, Gmds, Mvd, Nagk, Nudt14, Nus1, Pgm3, Slc35c1, St3gal4, Uap1"
"Cell Cycle Checkpoints","3.393e-02","200","Anapc11, Anapc2, Anapc5, Atm, Atrip, Aurkb, Brcc3, Bub1b, Cdc23, Cdc25a, Cdc27, Cdc6, Cdc7, Cdca8, Cdk1, Cdk2, Cenpf, Cenpk, Cenpq, Ckap5, Cop1, Dync1h1, Dynll1, Kat5, Kif18a, Mad1l1, Mcm6, Mcm7, Mdm4, Mis12, Nbn, Nudc, Orc5, Pias4, Ppp2r5b, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rangap1, Rbbp8, Rcc2, Rfc4, Rfc5, Ska2, Spc24, Spdl1, Ube2d1, Ube2e1, Ube2n, Xpo1, Ywhaq, Ywhaz"
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","3.436e-02","59","Cul2, Egln2, Elob, Eloc, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rbx1, Ube2d1, Wtip"
"PTEN Regulation","3.500e-02","99","Chd4, Csnk2b, Eed, Lamtor2, Lamtor3, Lamtor4, Maf1, Mbd3, Mecom, Mta2, Nedd4, Otud3, Phc2, Pml, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rraga, Scmh1, Slc38a9, Suz12, Trim27, Usp7"
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","3.500e-02","95","Acad9, Atp5a1, Atp5b, Atp5c1, Atp5d, Atp5e, Atp5j2, Atp5k, Atp5l, Cox11, Cox14, Cox18, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cyc1, Etfa, Lrpprc, Ndufa12, Ndufa3, Ndufab1, Ndufaf1, Ndufaf5, Ndufaf6, Ndufaf7, Ndufb10, Ndufb11, Ndufb3, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufc2, Ndufs2, Ndufs3, Ndufs4, Ndufs7, Ndufv1, Ndufv2, Slc25a27, Surf1, Tmem186, Ucp2, Uqcr10, Uqcr11, Uqcrc1"
"Asparagine N-linked glycosylation","3.550e-02","199","Actr10, Alg1, Alg9, Arf1, Cnih1, Cog4, Cog6, Copa, Cope, Copg1, Dolk, Dolpp1, Dpagt1, Dync1h1, Gfpt1, Glb1, Gmds, Kdelr1, Kdelr2, Lman1, Lman2, Man1a2, Mgat5, Mvd, Nagk, Napg, Nudt14, Nus1, Pdia3, Pgm3, Ppp6c, Rab1b, Sec24a, Slc35c1, St3gal4, Tfg, Tmed10, Tmed3, Tmed7, Trappc2l, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Uap1, Vcp"
"Class A/1 (Rhodopsin-like receptors)","3.550e-02","63","Adora1, Adra2a, Adrb2, App, C5ar1, Cckar, Ccl25, Ccr5, Cxcl12, Cxcl13, Cxcl16, Cxcr6, Drd3, Ece1, Edn1, Edn3, F2, Gper1, Gpr35, Gpr37l1, Gpr55, Gpr68, Hebp1, Hrh2, Htr4, Kiss1r, Ltb4r1, Ltb4r2, Nmb, Npb, Penk, Ppbp, Pyy, S1pr1, S1pr4"
"Processing of Capped Intron-Containing Pre-mRNA","3.550e-02","213","Alyref, Aqr, Chtop, Cpsf1, Cpsf3, Cstf1, Cstf2t, Cwc27, Dhx16, Eif4e, Fus, Gpkow, Hnrnpa0, Hnrnpa1, Hnrnpa2b1, Hnrnpd, Hnrnpf, Hnrnpk, Hspa8, Lsm2, Lsm4, Lsm8, Magoh, Ncbp2, Ndc1, Nudt21, Nup155, Nup188, Nup62, Pcbp1, Phf5a, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Pom121, Ppil1, Prcc, Prpf40a, Prpf8, Puf60, Rbm42, Rbm5, Rbm8a, Rnps1, Sarnp, Sf3b6, Smndc1, Snrnp70, Snrpa, Snrpb, Snrpd2, Snu13, Srrm2, Srsf11, Srsf2, Sympk, Txnl4a, U2surp, Usp39, Wdr33, Xab2, Ybx1"
"Cap-dependent Translation Initiation","3.592e-02","30","Eif1ax, Eif2b1, Eif2b4, Eif2s1, Eif3a, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b"
"Eukaryotic Translation Initiation","3.592e-02","30","Eif1ax, Eif2b1, Eif2b4, Eif2s1, Eif3a, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Eif5b"
"Elastic fibre formation","3.641e-02","21","Bmp4, Emilin1, Fbn1, Itga5, Itgav, Itgb3, Loxl1, Ltbp1, Mfap4, Tgfb1, Tgfb2"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","3.711e-02","25","B2m, Erap1, H2-K1, H2-Q6, H2-Q7, Hspa5, Pdia3, Sec24a, Tap1, Tap2, Tapbp"
