"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Processing of Capped Intron-Containing Pre-mRNA","4.582e-07","215","Aaas, Casc3, Cd2bp2, Cdc5l, Chtop, Clp1, Cpsf2, Crnkl1, Ctnnbl1, Cwc15, Cwc22, Cwc25, Ddx39b, Ddx42, Ddx46, Dhx15, Dhx38, Eif4a3, Eif4e, Fus, Gtf2f1, Gtf2f2, Hnrnpa0, Hnrnpa1, Hnrnpa2b1, Hnrnpd, Hnrnph2, Hnrnpk, Hnrnpl, Hnrnpu, Hnrnpul1, Hspa8, Isy1, Lsm2, Lsm3, Lsm4, Lsm5, Lsm6, Lsm7, Magoh, Ncbp1, Ndc1, Nup107, Nup153, Nup155, Nup214, Nup54, Nup62, Nup93, Nupl2, Pcbp1, Pcf11, Phf5a, Poldip3, Polr2e, Polr2f, Polr2h, Polr2i, Pom121, Ppil1, Pqbp1, Prcc, Prpf3, Prpf31, Prpf38a, Prpf40a, Prpf8, Puf60, Rbm17, Rnps1, Sf3a1, Sf3b2, Sf3b5, Sf3b6, Slbp, Snrnp35, Snrpa, Snrpa1, Snrpc, Snrpd1, Snrpd2, Snrpe, Snrpf, Snrpg, Snu13, Srrm2, Srsf11, Srsf2, Srsf3, Srsf5, Srsf9, Syf2, Sympk, Thoc6, Tpr, Tra2b, Txnl4a, Wbp11, Wbp4, Wtap, Ybx1, Zcrb1"
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","4.737e-07","69","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc20, Cdc26, Cdc27, Nek2, Plk1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"APC/C:Cdc20 mediated degradation of Securin","6.424e-07","61","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc20, Cdc26, Cdc27, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"APC/C:Cdc20 mediated degradation of mitotic proteins","6.424e-07","68","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc20, Cdc26, Cdc27, Nek2, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Regulation of mRNA stability by proteins that bind AU-rich elements","6.669e-07","77","Anp32a, Dcp2, Eif4g1, Exosc4, Exosc5, Exosc7, Hnrnpd, Hspa1a, Hspa1b, Hspa8, Khsrp, Mapkapk2, Nup214, Pabpc1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Set, Tnpo1, Ubc, Xpo1, Ywhab, Ywhaz, Zfp36"
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","6.669e-07","96","Atp5a1, Atp5b, Atp5d, Atp5e, Atp5j, Atp5j2, Atp5k, Atp5l, Atp5o, Coq10b, Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Cyc1, Etfa, Etfb, Etfdh, Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa8, Ndufab1, Ndufaf2, Ndufaf3, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs6, Ndufs7, Ndufs8, Ndufv1, Ndufv2, Ndufv3, Surf1, Ucp2, Uqcr10, Uqcr11, Uqcrq"
"Autodegradation of Cdh1 by Cdh1:APC/C","6.964e-07","59","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc26, Cdc27, Fzr1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A","8.211e-07","66","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc20, Cdc26, Cdc27, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"The role of GTSE1 in G2/M progression after G2 checkpoint","8.211e-07","64","Cdkn1a, Hsp90aa1, Hsp90ab1, Mapre1, Plk1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc"
"ER to Golgi Anterograde Transport","1.468e-06","127","Arcn1, Areg, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Bet1l, Capzb, Cnih1, Cog8, Col7a1, Copa, Copb1, Copb2, Cope, Csnk1d, Ctsc, Ctsz, Dctn3, Dync1li1, Dync1li2, Dynll2, Golga2, Kdelr2, Lman1, Lman2, Mcfd2, Mia3, Napa, Preb, Rab1a, Rab1b, Sec16a, Sec23a, Sec24b, Sptbn2, Tfg, Tmed2, Tmed7, Tmed9, Tmem115, Trappc1, Trappc3, Trappc4, Trappc5, Trappc6b, Trappc9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ykt6"
"AUF1 (hnRNP D0) binds and destabilizes mRNA","1.892e-06","50","Eif4g1, Hspa1a, Hspa1b, Hspa8, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"CLEC7A (Dectin-1) signaling","1.892e-06","83","Calm1, Calm2, Calm3, Cdc34, Nfkb1, Nfkb2, Pdpk1, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Relb, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2m, Ube2n"
"ESR-mediated signaling","1.892e-06","100","Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdk9, Cdkn1b, Creb1, Egfr, Ereg, Fkbp4, Foxa1, Foxo3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gtf2a1, Gtf2f1, Gtf2f2, H3f3a, H3f3b, Hbegf, Hras, Hsp90aa1, Hsp90ab1, Kat5, Kras, Pdpk1, Pik3ca, Polr2e, Polr2f, Polr2h, Prmt1, Ptges3, Shc1, Sphk1, Xpo1, Zdhhc7"
"Developmental Biology","2.496e-06","278","Abl1, Actg1, Actr2, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cdk2, Cdk4, Cdkn1a, Cltc, Col3a1, Col5a1, Creb1, Csnk2b, Ctnna1, Ctnnb1, Dag1, Dok4, Dsc2, Dsg2, Dsp, Efna1, Efna5, Efnb2, Egfr, Enah, Epha1, Ephb2, Ephb4, Evpl, Ezr, Foxo3, Frs2, Git1, Gpc1, Grb2, Hdac3, Hras, Hsp90aa1, Hsp90ab1, Irs2, Itgb1, Jup, Kazn, Kras, Krt14, Krt15, Krt18, Krt19, Krt20, Krt5, Krt7, Krt8, Krt80, Map2k2, Mef2d, Msn, Nck2, Pak2, Perp, Pfn1, Pik3ca, Pip5k1c, Pkp1, Pkp3, Pkp4, Plxna1, Plxna2, Ppl, Prkaca, Psenen, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4d, Shc1, Smad3, Sptbn2, Tgm1, Tln1, Trio, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Vasp, Yes1"
"Separation of Sister Chromatids","2.663e-06","165","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Aurkb, Cdc20, Cdc26, Cdc27, Cdca8, Cenpa, Clip1, Dync1li1, Dync1li2, Dynll2, Espl1, Kif2c, Mad1l1, Mapre1, Nde1, Nudc, Nup107, Pafah1b1, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rangap1, Smc3, Spc24, Stag2, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ube2c, Ube2d1, Ube2s, Wapl, Xpo1"
"KEAP1-NFE2L2 pathway","4.115e-06","68","Mafk, Mul1, Nfe2l2, Nploc4, Prdx1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Sqstm1, Srxn1, Ubc, Ufd1, Vcp"
"Transport to the Golgi and subsequent modification","5.190e-06","151","Arcn1, Areg, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, B4galt1, B4galt3, Bet1l, Capzb, Cnih1, Cog8, Col7a1, Copa, Copb1, Copb2, Cope, Csnk1d, Ctsc, Ctsz, Dctn3, Dync1li1, Dync1li2, Dynll2, Fuca1, Golga2, Kdelr2, Lman1, Lman2, Man1a2, Man2a1, Mcfd2, Mgat2, Mgat4b, Mgat5, Mia3, Napa, Preb, Rab1a, Rab1b, Sec16a, Sec23a, Sec24b, Sptbn2, St8sia6, Tfg, Tmed2, Tmed7, Tmed9, Tmem115, Trappc1, Trappc3, Trappc4, Trappc5, Trappc6b, Trappc9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ykt6"
"CDK-mediated phosphorylation and removal of Cdc6","6.009e-06","66","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Dectin-1 mediated noncanonical NF-kB signaling","6.497e-06","50","Nfkb2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Relb, Ubc, Ube2m"
"Fc epsilon receptor (FCERI) signaling","6.497e-06","103","Calm1, Calm2, Calm3, Cdc34, Fos, Grb2, Hras, Jun, Nfkb1, Pak2, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Rela, Shc1, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"MAPK6/MAPK4 signaling","6.497e-06","64","Ccnd3, Cdc42ep2, Foxo3, Mapk6, Pak2, Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Ubc, Xpo1"
"NIK-->noncanonical NF-kB signaling","6.497e-06","50","Nfkb2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Relb, Ubc, Ube2m"
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","6.585e-06","60","Cul2, Egln1, Egln2, Elob, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc, Ube2d1, Ube2d2a"
"Cellular response to hypoxia","7.076e-06","64","Cul2, Egln1, Egln2, Elob, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc, Ube2d1, Ube2d2a"
"Autophagy","7.433e-06","107","Ambra1, Arl13b, Atg101, Atg16l1, Atg3, Atg4b, Atg7, Atg9a, Becn1, Cftr, Chmp2b, Chmp3, Chmp4b, Csnk2b, Dync1li1, Dync1li2, Dynll2, Gabarap, Gabarapl1, Gabarapl2, Lamtor2, Lamtor3, Lamtor5, Map1lc3a, Mfn2, Mtor, Park7, Pcnt, Pgam5, Pink1, Prkaa1, Prkab2, Rb1cc1, Rheb, Rragc, Sqstm1, Tomm20, Tomm22, Tomm40, Tomm5, Tomm6, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ube2n, Ube2v1, Vdac1, Vim, Wipi2"
"Macroautophagy","7.433e-06","107","Ambra1, Arl13b, Atg101, Atg16l1, Atg3, Atg4b, Atg7, Atg9a, Becn1, Cftr, Chmp2b, Chmp3, Chmp4b, Csnk2b, Dync1li1, Dync1li2, Dynll2, Gabarap, Gabarapl1, Gabarapl2, Lamtor2, Lamtor3, Lamtor5, Map1lc3a, Mfn2, Mtor, Park7, Pcnt, Pgam5, Pink1, Prkaa1, Prkab2, Rb1cc1, Rheb, Rragc, Sqstm1, Tomm20, Tomm22, Tomm40, Tomm5, Tomm6, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ube2n, Ube2v1, Vdac1, Vim, Wipi2"
"Ub-specific processing proteases","1.421e-05","148","Adrm1, Axin1, Becn1, Ccna2, Cdc20, Cftr, Fkbp8, Foxo4, Hgs, Il33, Mat2b, Mul1, Otub1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rce1, Siah2, Smad3, Taf10, Tnks, Tomm20, Ubc, Ufd1, Usp10, Usp14, Usp15, Usp16, Usp18, Usp22, Usp24, Usp25, Usp3, Usp33, Usp47, Usp48, Usp5, Usp7, Vdac1, Vdac2"
"Downstream TCR signaling","1.507e-05","70","Cdc34, Nfkb1, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"Transcriptional regulation by RUNX3","1.567e-05","71","Ctnnb1, Maml1, Notch1, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Smad3, Smurf1, Tead3, Ubc"
"Respiratory electron transport","1.601e-05","81","Coq10b, Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Cyc1, Etfa, Etfb, Etfdh, Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa8, Ndufab1, Ndufaf2, Ndufaf3, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs6, Ndufs7, Ndufs8, Ndufv1, Ndufv2, Ndufv3, Surf1, Uqcr10, Uqcr11, Uqcrq"
"MHC class II antigen presentation","1.693e-05","91","Ap1b1, Ap1g1, Ap2a1, Ap2m1, Ap2s1, Arf1, Canx, Capzb, Cd74, Cltc, Ctsb, Ctsc, Ctsd, Ctse, Ctsh, Ctsl, Ctss, Dctn3, Dync1li2, Ifi30, Kif20a, Kif2c, Lgmn, Rab7, Racgap1, Sec23a, Sec24b, Sptbn2, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"Assembly of the pre-replicative complex","1.902e-05","77","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc26, Cdc27, Fzr1, Gmnn, Kpnb1, Mcm6, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"RHO GTPases activate IQGAPs","2.071e-05","25","Actg1, Calm1, Calm2, Calm3, Ctnna1, Ctnnb1, Iqgap3, Men1, Rac1, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"COPI-mediated anterograde transport","2.559e-05","80","Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Bet1l, Capzb, Cog8, Copa, Copb1, Copb2, Cope, Dctn3, Dctn6, Dync1li1, Dync1li2, Dynll2, Golga2, Kdelr2, Napa, Rab1a, Rab1b, Sptbn2, Tmed2, Tmed7, Tmed9, Tmem115, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ykt6"
"PTEN Regulation","2.687e-05","99","Bmi1, Cbx4, Chd3, Chd4, Csnk2b, Gatad2a, Hdac2, Lamtor2, Lamtor3, Lamtor5, Mbd3, Mtor, Phc2, Phc3, Pml, Psma1, Psma3, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Rbbp4, Rbbp7, Rheb, Rragc, Tnks, Tnks2, Ubc, Usp7"
