"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"RAF/MAP kinase cascade","3.353e-03","254","Abhd17a, Actg1, Angpt1, Apbb1ip, Areg, Arl2, Braf, Brap, Btc, Calm1, Calm2, Calm3, Cnksr1, Csk, Dlg1, Dlg4, Dusp1, Dusp7, Dusp9, Egfr, Epgn, Erbb2, Ereg, Fgf17, Fgf2, Fgf7, Fgg, Fntb, Frs2, Golga7, Grb2, Hbegf, Hras, Il2ra, Il2rb, Il5ra, Irs2, Jak3, Klb, Kras, Lamtor2, Map2k1, Map2k2, Map3k11, Ncam1, Nf1, Nrg1, Nrtn, Paqr3, Pde6d, Pdgfra, Pik3ca, Pik3r2, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ralgds, Rap1a, Rap1b, Rasa3, Rasgrp4, Rce1, Ret, Shoc2, Spred1, Sptbn2, Src, Tgfa, Tln1, Ubc, Vcl, Ywhab, Zdhhc9"
"MAPK1/MAPK3 signaling","3.653e-03","260","Abhd17a, Actg1, Angpt1, Apbb1ip, Areg, Arl2, Braf, Brap, Btc, Calm1, Calm2, Calm3, Cnksr1, Csk, Dlg1, Dlg4, Dusp1, Dusp7, Dusp8, Dusp9, Egfr, Epgn, Erbb2, Ereg, Fgf17, Fgf2, Fgf7, Fgfr1, Fgg, Fntb, Frs2, Golga7, Grb2, Hbegf, Hras, Il2ra, Il2rb, Il5ra, Il6ra, Irs1, Irs2, Jak3, Klb, Kras, Lamtor2, Map2k1, Map2k2, Map3k11, Ncam1, Nf1, Nrg1, Nrtn, Paqr3, Pde6d, Pdgfra, Pebp1, Pik3ca, Pik3r2, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Ralgds, Rap1a, Rap1b, Rasa3, Rasgrp4, Rce1, Ret, Shoc2, Spred1, Sptbn2, Src, Tek, Tgfa, Tln1, Ubc, Vcl, Ywhab, Zdhhc9"
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","3.846e-03","69","Anapc4, Anapc5, Aurka, Cdc16, Cdc20, Cdc27, Fzr1, Plk1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Autodegradation of Cdh1 by Cdh1:APC/C","3.846e-03","59","Anapc4, Anapc5, Cdc16, Cdc27, Fzr1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","3.916e-03","49","Aurka, Fbxl7, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc"
"Hemostasis","3.916e-03","466","Aamp, Abhd6, Actg1, Actn1, Adra2a, Akap10, Akt1, Aldoa, Angpt1, Angpt2, Anxa5, Apbb1ip, Aplp2, Apob, Atp2a2, Atp2b3, Bcar1, Calm1, Calm2, Calm3, Cd47, Cd74, Cd9, Cdc42, Ceacam1, Cfd, Chid1, Crk, Csk, Dagla, Dock10, Dock5, Dock8, Ehd1, F11r, F13a1, F2, F2rl3, F3, F5, Fgg, Gata6, Glg1, Gna11, Gnai1, Gnai2, Gnai3, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gpc1, Grb2, H3f3b, Hdac2, Hras, Itga5, Itgb1, Jam2, Jam3, Kif13b, Kif21a, Kif22, Kif23, Kif2c, Kifap3, Klc3, Klkb1, Kras, Lgals3bp, Maff, Mafk, Maged2, Mertk, Mfn2, Mif, Ola1, P2rx1, Pcdh7, Pde10a, Pik3ca, Pik3cg, Pik3r2, Pik3r5, Plaur, Ppbp, Ppp2ca, Ppp2cb, Ppp2r1b, Prkar1a, Prkar1b, Prkar2b, Prkca, Prkcb, Prkcd, Prkg1, Procr, Pros1, Ptpn1, Ptpn11, Qsox1, Rab5a, Rac1, Racgap1, Rap1a, Rap1b, Rhoa, Rhob, S100a10, Sccpdh, Scg3, Sdc1, Sdc4, Serpinb6a, Serpinb8, Serpinf2, Sod1, Src, Sri, Sytl4, Tagln2, Tex264, Tgfb1, Timp1, Tln1, Tmsb4x, Tmx3, Trf, Tuba1c, Tuba4a, Tubb1, Tubb2b, Tubb3, Tubb6, Vcl, Vegfb, Vegfc, Wdr1, Ywhaz"
"CDK-mediated phosphorylation and removal of Cdc6","4.111e-03","68","Anapc4, Anapc5, Ccna1, Ccna2, Cdc16, Cdc27, Fzr1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"GABA receptor activation","4.111e-03","54","Adcy3, Gabrg3, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Kcnj16, Kcnj3"
"Downstream signaling events of B Cell Receptor (BCR)","4.176e-03","70","Calm1, Calm2, Calm3, Fkbp1a, Hras, Kras, Nfkb1, Nfkbia, Nfkbib, Ppp3r1, Prkcb, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Ubc"
"Nuclear events mediated by NFE2L2","4.176e-03","47","Gsk3b, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc"
"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","4.204e-03","46","Gsk3b, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc"
"ESR-mediated signaling","4.346e-03","113","Akt1, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Ccnt1, Cdk9, Cdkn1b, Egfr, Epgn, Ereg, Fkbp4, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gtf2a1, Gtf2f1, H3f3b, Hbegf, Hras, Hsp90ab1, Kras, Mmp3, Pik3ca, Pik3r2, Polr2a, Polr2e, Polr2g, Polr2h, Polr2i, Polr2l, Prmt1, Ptges3, Src, Tgfa, Zdhhc7"
"Extra-nuclear estrogen signaling","4.346e-03","66","Akt1, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cdkn1b, Egfr, Epgn, Ereg, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Hbegf, Hras, Kras, Mmp3, Pik3ca, Pik3r2, Prmt1, Src, Tgfa"
